timestamp,reportType,mbbBefore,createTime,bm,uploadTime,rrInterval,mbbAfter,showtimestamp
1695865140100,1.0,24176.0,2023-09-28 09:46:55,598.0,2023-09-28 09:46:56,1030.0,6355.0,2023-09-28 09:39:00
1695865141330,1.0,35493.0,2023-09-28 09:46:55,430.0,2023-09-28 09:46:56,1230.0,5214.0,2023-09-28 09:39:01
1695865142480,1.0,30430.0,2023-09-28 09:46:55,184.0,2023-09-28 09:46:56,1150.0,9190.0,2023-09-28 09:39:02
1695865143470,1.0,4007.0,2023-09-28 09:46:55,494.0,2023-09-28 09:46:56,990.0,3073.0,2023-09-28 09:39:03
1695865144230,1.0,11890.0,2023-09-28 09:46:55,206.0,2023-09-28 09:46:56,760.0,6112.0,2023-09-28 09:39:04
1695865145110,1.0,10528.0,2023-09-28 09:46:55,196.0,2023-09-28 09:46:56,880.0,4221.0,2023-09-28 09:39:05
1695865146180,1.0,19585.0,2023-09-28 09:46:55,172.0,2023-09-28 09:46:56,1070.0,12119.0,2023-09-28 09:39:06
1695865146910,1.0,9734.0,2023-09-28 09:46:55,36.0,2023-09-28 09:46:56,730.0,4203.0,2023-09-28 09:39:06
1695865147480,1.0,3223.0,2023-09-28 09:46:55,76.0,2023-09-28 09:46:56,570.0,6664.0,2023-09-28 09:39:07
1695865148610,1.0,19515.0,2023-09-28 09:46:55,30.0,2023-09-28 09:46:56,1130.0,2567.0,2023-09-28 09:39:08
1695865149280,1.0,4391.0,2023-09-28 09:46:55,50.0,2023-09-28 09:46:56,670.0,2662.0,2023-09-28 09:39:09
1695865149910,1.0,1973.0,2023-09-28 09:46:55,62.0,2023-09-28 09:46:56,630.0,5212.0,2023-09-28 09:39:09
1695865150710,1.0,2025.0,2023-09-28 09:46:55,42.0,2023-09-28 09:46:56,800.0,3368.0,2023-09-28 09:39:10
1695865151590,1.0,2030.0,2023-09-28 09:46:55,66.0,2023-09-28 09:46:56,880.0,5927.0,2023-09-28 09:39:11
1695865152960,1.0,3994.0,2023-09-28 09:46:55,92.0,2023-09-28 09:46:56,370.0,13267.0,2023-09-28 09:39:12
1695865154210,1.0,1512.0,2023-09-28 09:46:55,24.0,2023-09-28 09:46:56,1250.0,2181.0,2023-09-28 09:39:14
1695865154870,1.0,1581.0,2023-09-28 09:46:55,16.0,2023-09-28 09:46:56,660.0,3115.0,2023-09-28 09:39:14
1695865155690,1.0,2337.0,2023-09-28 09:46:55,28.0,2023-09-28 09:46:56,820.0,2843.0,2023-09-28 09:39:15
1695865156550,1.0,1584.0,2023-09-28 09:46:55,16.0,2023-09-28 09:46:56,860.0,2866.0,2023-09-28 09:39:16
1695865157470,1.0,2326.0,2023-09-28 09:46:55,12.0,2023-09-28 09:46:56,920.0,4943.0,2023-09-28 09:39:17
1695865158310,1.0,1961.0,2023-09-28 09:46:55,14.0,2023-09-28 09:46:56,840.0,2287.0,2023-09-28 09:39:18
1695865159080,1.0,2107.0,2023-09-28 09:46:55,8.0,2023-09-28 09:46:56,770.0,3479.0,2023-09-28 09:39:19
1695865159990,1.0,2174.0,2023-09-28 09:46:55,30.0,2023-09-28 09:46:56,910.0,4436.0,2023-09-28 09:39:19
1695865160970,1.0,1681.0,2023-09-28 09:46:55,10.0,2023-09-28 09:46:56,980.0,2987.0,2023-09-28 09:39:20
1695865161880,1.0,1808.0,2023-09-28 09:46:55,32.0,2023-09-28 09:46:56,910.0,1633.0,2023-09-28 09:39:21
1695865162750,1.0,2173.0,2023-09-28 09:46:55,20.0,2023-09-28 09:46:56,870.0,4394.0,2023-09-28 09:39:22
1695865163700,1.0,1796.0,2023-09-28 09:46:55,66.0,2023-09-28 09:46:56,950.0,2556.0,2023-09-28 09:39:23
1695865164600,1.0,2885.0,2023-09-28 09:46:55,10.0,2023-09-28 09:46:56,900.0,5147.0,2023-09-28 09:39:24
1695865165390,1.0,789.0,2023-09-28 09:46:55,102.0,2023-09-28 09:46:56,790.0,266.0,2023-09-28 09:39:25
1695865165860,1.0,3576.0,2023-09-28 09:46:55,188.0,2023-09-28 09:46:56,470.0,2078.0,2023-09-28 09:39:25
