timestamp,bm,createTime,mbbAfter,mbbBefore,reportType,rrInterval,uploadTime,showtimestamp
1694570580220,8.0,2023-09-13 10:22:06,1432.0,533.0,1.0,1500.0,2023-09-13 10:22:05,2023-09-13 10:03:00
1694570580970,8.0,2023-09-13 10:22:06,1100.0,851.0,1.0,750.0,2023-09-13 10:22:05,2023-09-13 10:03:00
1694570581640,12.0,2023-09-13 10:22:06,853.0,443.0,1.0,670.0,2023-09-13 10:22:05,2023-09-13 10:03:01
1694570582340,14.0,2023-09-13 10:22:06,957.0,475.0,1.0,700.0,2023-09-13 10:22:05,2023-09-13 10:03:02
1694570583040,2.0,2023-09-13 10:22:06,1345.0,663.0,1.0,700.0,2023-09-13 10:22:05,2023-09-13 10:03:03
1694570583730,14.0,2023-09-13 10:22:06,1349.0,617.0,1.0,690.0,2023-09-13 10:22:05,2023-09-13 10:03:03
1694570584460,10.0,2023-09-13 10:22:06,1496.0,716.0,1.0,730.0,2023-09-13 10:22:05,2023-09-13 10:03:04
1694570585230,24.0,2023-09-13 10:22:06,1352.0,941.0,1.0,770.0,2023-09-13 10:22:05,2023-09-13 10:03:05
1694570585950,1130.0,2023-09-13 10:22:06,27180.0,687.0,1.0,720.0,2023-09-13 10:22:05,2023-09-13 10:03:05
1694570586720,244.0,2023-09-13 10:22:06,21082.0,40126.0,1.0,770.0,2023-09-13 10:22:05,2023-09-13 10:03:06
1694570587560,30.0,2023-09-13 10:22:06,17334.0,20889.0,1.0,840.0,2023-09-13 10:22:05,2023-09-13 10:03:07
1694570589240,216.0,2023-09-13 10:22:06,5362.0,3701.0,1.0,1680.0,2023-09-13 10:22:05,2023-09-13 10:03:09
1694570589870,330.0,2023-09-13 10:22:06,46633.0,31862.0,1.0,630.0,2023-09-13 10:22:05,2023-09-13 10:03:09
1694570591530,280.0,2023-09-13 10:22:06,22952.0,60948.0,1.0,1660.0,2023-09-13 10:22:05,2023-09-13 10:03:11
1694570592580,1496.0,2023-09-13 10:22:06,20265.0,8095.0,1.0,1050.0,2023-09-13 10:22:05,2023-09-13 10:03:12
1694570593130,1540.0,2023-09-13 10:22:06,13377.0,40715.0,1.0,550.0,2023-09-13 10:22:05,2023-09-13 10:03:13
1694570593680,128.0,2023-09-13 10:22:06,81457.0,35535.0,1.0,550.0,2023-09-13 10:22:05,2023-09-13 10:03:13
1694570595300,104.0,2023-09-13 10:22:06,12803.0,46734.0,1.0,1620.0,2023-09-13 10:22:05,2023-09-13 10:03:15
1694570595680,94.0,2023-09-13 10:22:06,49278.0,19716.0,1.0,380.0,2023-09-13 10:22:05,2023-09-13 10:03:15
1694570597090,1016.0,2023-09-13 10:22:06,53524.0,53990.0,1.0,1410.0,2023-09-13 10:22:05,2023-09-13 10:03:17
1694570597590,1548.0,2023-09-13 10:22:06,5053.0,13276.0,1.0,500.0,2023-09-13 10:22:05,2023-09-13 10:03:17
1694570598030,586.0,2023-09-13 10:22:06,40666.0,61620.0,1.0,440.0,2023-09-13 10:22:05,2023-09-13 10:03:18
1694570601770,10.0,2023-09-13 10:22:06,1505.0,736.0,1.0,690.0,2023-09-13 10:22:05,2023-09-13 10:03:21
1694570602530,8.0,2023-09-13 10:22:06,1319.0,658.0,1.0,760.0,2023-09-13 10:22:05,2023-09-13 10:03:22
1694570603320,24.0,2023-09-13 10:22:06,1624.0,599.0,1.0,790.0,2023-09-13 10:22:05,2023-09-13 10:03:23
1694570604130,4.0,2023-09-13 10:22:06,2094.0,723.0,1.0,810.0,2023-09-13 10:22:05,2023-09-13 10:03:24
1694570604930,4.0,2023-09-13 10:22:06,962.0,582.0,1.0,800.0,2023-09-13 10:22:05,2023-09-13 10:03:24
1694570605600,70.0,2023-09-13 10:22:06,2833.0,540.0,1.0,670.0,2023-09-13 10:22:05,2023-09-13 10:03:25
1694570606230,128.0,2023-09-13 10:22:06,19878.0,7368.0,1.0,630.0,2023-09-13 10:22:05,2023-09-13 10:03:26
1694570607150,14.0,2023-09-13 10:22:06,7588.0,24978.0,1.0,920.0,2023-09-13 10:22:05,2023-09-13 10:03:27
1694570608400,10.0,2023-09-13 10:22:06,5066.0,3124.0,1.0,1250.0,2023-09-13 10:22:05,2023-09-13 10:03:28
1694570609820,16.0,2023-09-13 10:22:06,2620.0,13278.0,1.0,1420.0,2023-09-13 10:22:05,2023-09-13 10:03:29
1694570610550,24.0,2023-09-13 10:22:06,2158.0,791.0,1.0,730.0,2023-09-13 10:22:05,2023-09-13 10:03:30
1694570611250,4.0,2023-09-13 10:22:06,1688.0,788.0,1.0,700.0,2023-09-13 10:22:05,2023-09-13 10:03:31
1694570611980,4.0,2023-09-13 10:22:06,2272.0,1193.0,1.0,730.0,2023-09-13 10:22:05,2023-09-13 10:03:31
1694570612670,40.0,2023-09-13 10:22:06,3071.0,1027.0,1.0,690.0,2023-09-13 10:22:05,2023-09-13 10:03:32
1694570613400,242.0,2023-09-13 10:22:06,9697.0,1219.0,1.0,730.0,2023-09-13 10:22:05,2023-09-13 10:03:33
1694570614240,386.0,2023-09-13 10:22:06,91604.0,26638.0,1.0,840.0,2023-09-13 10:22:05,2023-09-13 10:03:34
1694570614990,170.0,2023-09-13 10:22:06,48407.0,35880.0,1.0,750.0,2023-09-13 10:22:05,2023-09-13 10:03:34
1694570615700,282.0,2023-09-13 10:22:06,52144.0,78506.0,1.0,710.0,2023-09-13 10:22:05,2023-09-13 10:03:35
1694570616550,342.0,2023-09-13 10:22:06,38244.0,14738.0,1.0,850.0,2023-09-13 10:22:05,2023-09-13 10:03:36
1694570617360,462.0,2023-09-13 10:22:06,168009.0,138731.0,1.0,810.0,2023-09-13 10:22:05,2023-09-13 10:03:37
1694570619280,38.0,2023-09-13 10:22:06,32668.0,139301.0,1.0,1920.0,2023-09-13 10:22:05,2023-09-13 10:03:39
1694570620310,6.0,2023-09-13 10:22:06,12238.0,35414.0,1.0,1030.0,2023-09-13 10:22:05,2023-09-13 10:03:40
1694570621230,12.0,2023-09-13 10:22:06,1624.0,498.0,1.0,920.0,2023-09-13 10:22:05,2023-09-13 10:03:41
1694570622650,8.0,2023-09-13 10:22:06,1385.0,5498.0,1.0,1420.0,2023-09-13 10:22:05,2023-09-13 10:03:42
1694570623350,6.0,2023-09-13 10:22:06,1701.0,838.0,1.0,700.0,2023-09-13 10:22:05,2023-09-13 10:03:43
1694570624060,14.0,2023-09-13 10:22:06,1079.0,705.0,1.0,710.0,2023-09-13 10:22:05,2023-09-13 10:03:44
1694570624730,6.0,2023-09-13 10:22:06,2261.0,536.0,1.0,670.0,2023-09-13 10:22:05,2023-09-13 10:03:44
1694570625610,10.0,2023-09-13 10:22:06,444.0,2500.0,1.0,880.0,2023-09-13 10:22:05,2023-09-13 10:03:45
1694570626080,10.0,2023-09-13 10:22:06,9347.0,1295.0,1.0,470.0,2023-09-13 10:22:05,2023-09-13 10:03:46
1694570627360,2.0,2023-09-13 10:22:06,3278.0,4848.0,1.0,1280.0,2023-09-13 10:22:05,2023-09-13 10:03:47
1694570628030,6.0,2023-09-13 10:22:06,2572.0,1115.0,1.0,670.0,2023-09-13 10:22:05,2023-09-13 10:03:48
1694570628670,6.0,2023-09-13 10:22:06,620.0,1062.0,1.0,640.0,2023-09-13 10:22:05,2023-09-13 10:03:48
1694570629260,10.0,2023-09-13 10:22:06,2265.0,766.0,1.0,590.0,2023-09-13 10:22:05,2023-09-13 10:03:49
1694570630760,8.0,2023-09-13 10:22:06,3134.0,6085.0,1.0,1500.0,2023-09-13 10:22:05,2023-09-13 10:03:50
1694570631790,14.0,2023-09-13 10:22:06,3544.0,746.0,1.0,1030.0,2023-09-13 10:22:05,2023-09-13 10:03:51
1694570633150,10.0,2023-09-13 10:22:06,2928.0,3265.0,1.0,1360.0,2023-09-13 10:22:05,2023-09-13 10:03:53
1694570633770,6.0,2023-09-13 10:22:06,1085.0,293.0,1.0,620.0,2023-09-13 10:22:05,2023-09-13 10:03:53
1694570634420,12.0,2023-09-13 10:22:06,852.0,302.0,1.0,650.0,2023-09-13 10:22:05,2023-09-13 10:03:54
1694570635080,14.0,2023-09-13 10:22:06,7178.0,378.0,1.0,660.0,2023-09-13 10:22:05,2023-09-13 10:03:55
1694570635890,2.0,2023-09-13 10:22:06,567.0,2485.0,1.0,810.0,2023-09-13 10:22:05,2023-09-13 10:03:55
1694570636550,8.0,2023-09-13 10:22:06,1474.0,2929.0,1.0,660.0,2023-09-13 10:22:05,2023-09-13 10:03:56
1694570637200,10.0,2023-09-13 10:22:06,4752.0,2355.0,1.0,650.0,2023-09-13 10:22:05,2023-09-13 10:03:57
1694570638250,14.0,2023-09-13 10:22:06,2708.0,4059.0,1.0,1050.0,2023-09-13 10:22:05,2023-09-13 10:03:58
1694570639130,6.0,2023-09-13 10:22:06,732.0,2246.0,1.0,880.0,2023-09-13 10:22:05,2023-09-13 10:03:59
1694570639480,4.0,2023-09-13 10:22:06,2581.0,355.0,1.0,350.0,2023-09-13 10:22:05,2023-09-13 10:03:59
1694570640330,26.0,2023-09-13 10:22:06,803.0,531.0,1.0,850.0,2023-09-13 10:22:05,2023-09-13 10:04:00
1694570640840,8.0,2023-09-13 10:22:06,954.0,822.0,1.0,510.0,2023-09-13 10:22:05,2023-09-13 10:04:00
1694570641380,30.0,2023-09-13 10:22:06,34066.0,4305.0,1.0,540.0,2023-09-13 10:22:05,2023-09-13 10:04:01
1694570642550,16.0,2023-09-13 10:22:06,3270.0,8570.0,1.0,1170.0,2023-09-13 10:22:05,2023-09-13 10:04:02
1694570644880,6.0,2023-09-13 10:22:06,2958.0,16891.0,1.0,2330.0,2023-09-13 10:22:05,2023-09-13 10:04:04
1694570646130,14.0,2023-09-13 10:22:06,497.0,326.0,1.0,1250.0,2023-09-13 10:22:05,2023-09-13 10:04:06
1694570646730,1450.0,2023-09-13 10:22:06,11622.0,167.0,1.0,600.0,2023-09-13 10:22:05,2023-09-13 10:04:06
1694570647350,216.0,2023-09-13 10:22:06,28204.0,11385.0,1.0,620.0,2023-09-13 10:22:05,2023-09-13 10:04:07
1694570648740,116.0,2023-09-13 10:22:06,19681.0,23717.0,1.0,1390.0,2023-09-13 10:22:05,2023-09-13 10:04:08
1694570649930,176.0,2023-09-13 10:22:06,6288.0,12714.0,1.0,1190.0,2023-09-13 10:22:05,2023-09-13 10:04:09
1694570650480,162.0,2023-09-13 10:22:06,47038.0,25651.0,1.0,550.0,2023-09-13 10:22:05,2023-09-13 10:04:10
1694570652850,34.0,2023-09-13 10:22:06,33949.0,25606.0,1.0,2370.0,2023-09-13 10:22:05,2023-09-13 10:04:12
1694570654310,110.0,2023-09-13 10:22:06,13713.0,12099.0,1.0,1460.0,2023-09-13 10:22:05,2023-09-13 10:04:14
1694570655170,98.0,2023-09-13 10:22:06,10332.0,16245.0,1.0,860.0,2023-09-13 10:22:05,2023-09-13 10:04:15
1694570656930,180.0,2023-09-13 10:22:06,44375.0,16770.0,1.0,1760.0,2023-09-13 10:22:05,2023-09-13 10:04:16
1694570657800,416.0,2023-09-13 10:22:06,30878.0,37994.0,1.0,870.0,2023-09-13 10:22:05,2023-09-13 10:04:17
1694570662000,22.0,2023-09-13 10:22:06,4083.0,5427.0,1.0,1220.0,2023-09-13 10:22:05,2023-09-13 10:04:22
1694570662750,52.0,2023-09-13 10:22:06,2992.0,2663.0,1.0,750.0,2023-09-13 10:22:05,2023-09-13 10:04:22
1694570663390,742.0,2023-09-13 10:22:06,27754.0,829.0,1.0,640.0,2023-09-13 10:22:05,2023-09-13 10:04:23
1694570664340,264.0,2023-09-13 10:22:06,33032.0,29525.0,1.0,950.0,2023-09-13 10:22:05,2023-09-13 10:04:24
1694570665220,120.0,2023-09-13 10:22:06,9973.0,19988.0,1.0,880.0,2023-09-13 10:22:05,2023-09-13 10:04:25
1694570666220,44.0,2023-09-13 10:22:06,1269.0,317.0,1.0,1000.0,2023-09-13 10:22:05,2023-09-13 10:04:26
1694570666760,240.0,2023-09-13 10:22:06,488.0,1020.0,1.0,540.0,2023-09-13 10:22:05,2023-09-13 10:04:26
1694570667320,1868.0,2023-09-13 10:22:06,41437.0,21734.0,1.0,560.0,2023-09-13 10:22:05,2023-09-13 10:04:27
1694570668940,280.0,2023-09-13 10:22:06,14051.0,123056.0,1.0,1620.0,2023-09-13 10:22:05,2023-09-13 10:04:28
1694570669510,64.0,2023-09-13 10:22:06,7005.0,11716.0,1.0,570.0,2023-09-13 10:22:05,2023-09-13 10:04:29
1694570670820,44.0,2023-09-13 10:22:06,660.0,1218.0,1.0,1310.0,2023-09-13 10:22:05,2023-09-13 10:04:30
1694570671500,36.0,2023-09-13 10:22:06,1583.0,1409.0,1.0,680.0,2023-09-13 10:22:05,2023-09-13 10:04:31
1694570672520,10.0,2023-09-13 10:22:06,77.0,192.0,1.0,480.0,2023-09-13 10:22:05,2023-09-13 10:04:32
1694570673080,80.0,2023-09-13 10:22:06,9254.0,1753.0,1.0,560.0,2023-09-13 10:22:05,2023-09-13 10:04:33
1694570674030,48.0,2023-09-13 10:22:06,3735.0,12468.0,1.0,950.0,2023-09-13 10:22:05,2023-09-13 10:04:34
1694570674940,6.0,2023-09-13 10:22:06,3988.0,4010.0,1.0,910.0,2023-09-13 10:22:05,2023-09-13 10:04:34
1694570675890,40.0,2023-09-13 10:22:06,8176.0,924.0,1.0,950.0,2023-09-13 10:22:05,2023-09-13 10:04:35
1694570676990,1084.0,2023-09-13 10:22:06,3435.0,1730.0,1.0,1100.0,2023-09-13 10:22:05,2023-09-13 10:04:36
1694570677310,752.0,2023-09-13 10:22:06,91533.0,7949.0,1.0,320.0,2023-09-13 10:22:05,2023-09-13 10:04:37
1694570678690,492.0,2023-09-13 10:22:06,52730.0,240412.0,1.0,1380.0,2023-09-13 10:22:05,2023-09-13 10:04:38
1694570680140,266.0,2023-09-13 10:22:06,50145.0,22536.0,1.0,1450.0,2023-09-13 10:22:05,2023-09-13 10:04:40
1694570681630,34.0,2023-09-13 10:22:06,7971.0,84605.0,1.0,1490.0,2023-09-13 10:22:05,2023-09-13 10:04:41
1694570682660,14.0,2023-09-13 10:22:06,2227.0,1840.0,1.0,1030.0,2023-09-13 10:22:05,2023-09-13 10:04:42
1694570683950,6.0,2023-09-13 10:22:06,1649.0,3396.0,1.0,1290.0,2023-09-13 10:22:05,2023-09-13 10:04:43
1694570684570,10.0,2023-09-13 10:22:06,785.0,462.0,1.0,620.0,2023-09-13 10:22:05,2023-09-13 10:04:44
1694570685200,4.0,2023-09-13 10:22:06,867.0,473.0,1.0,630.0,2023-09-13 10:22:05,2023-09-13 10:04:45
1694570685830,2.0,2023-09-13 10:22:06,1374.0,400.0,1.0,630.0,2023-09-13 10:22:05,2023-09-13 10:04:45
1694570687020,2.0,2023-09-13 10:22:06,1574.0,3711.0,1.0,1190.0,2023-09-13 10:22:05,2023-09-13 10:04:47
1694570688330,8.0,2023-09-13 10:22:06,1316.0,1122.0,1.0,1310.0,2023-09-13 10:22:05,2023-09-13 10:04:48
1694570689150,20.0,2023-09-13 10:22:06,418.0,1348.0,1.0,820.0,2023-09-13 10:22:05,2023-09-13 10:04:49
1694570689570,4.0,2023-09-13 10:22:06,942.0,205.0,1.0,420.0,2023-09-13 10:22:05,2023-09-13 10:04:49
1694570690220,10.0,2023-09-13 10:22:06,374.0,360.0,1.0,650.0,2023-09-13 10:22:05,2023-09-13 10:04:50
1694570690860,12.0,2023-09-13 10:22:06,2229.0,3288.0,1.0,640.0,2023-09-13 10:22:05,2023-09-13 10:04:50
1694570691540,6.0,2023-09-13 10:22:06,252.0,721.0,1.0,680.0,2023-09-13 10:22:05,2023-09-13 10:04:51
1694570692210,4.0,2023-09-13 10:22:06,892.0,738.0,1.0,670.0,2023-09-13 10:22:05,2023-09-13 10:04:52
1694570692830,10.0,2023-09-13 10:22:06,2198.0,492.0,1.0,620.0,2023-09-13 10:22:05,2023-09-13 10:04:52
1694570694060,20.0,2023-09-13 10:22:06,2295.0,339.0,1.0,1230.0,2023-09-13 10:22:05,2023-09-13 10:04:54
1694570695260,6.0,2023-09-13 10:22:06,418.0,3608.0,1.0,1200.0,2023-09-13 10:22:05,2023-09-13 10:04:55
1694570695880,10.0,2023-09-13 10:22:06,525.0,436.0,1.0,620.0,2023-09-13 10:22:05,2023-09-13 10:04:55
1694570696470,6.0,2023-09-13 10:22:06,1856.0,830.0,1.0,590.0,2023-09-13 10:22:05,2023-09-13 10:04:56
1694570697090,4.0,2023-09-13 10:22:06,517.0,320.0,1.0,620.0,2023-09-13 10:22:05,2023-09-13 10:04:57
1694570697700,2.0,2023-09-13 10:22:06,257.0,429.0,1.0,610.0,2023-09-13 10:22:05,2023-09-13 10:04:57
1694570698330,8.0,2023-09-13 10:22:06,1071.0,392.0,1.0,630.0,2023-09-13 10:22:05,2023-09-13 10:04:58
1694570698980,6.0,2023-09-13 10:22:06,378.0,354.0,1.0,650.0,2023-09-13 10:22:05,2023-09-13 10:04:58
1694570699630,4.0,2023-09-13 10:22:06,951.0,224.0,1.0,650.0,2023-09-13 10:22:05,2023-09-13 10:04:59
1694570700290,16.0,2023-09-13 10:22:06,909.0,439.0,1.0,660.0,2023-09-13 10:22:05,2023-09-13 10:05:00
1694570700920,34.0,2023-09-13 10:22:06,2399.0,264.0,1.0,630.0,2023-09-13 10:22:05,2023-09-13 10:05:00
1694570701520,170.0,2023-09-13 10:22:06,15922.0,9216.0,1.0,600.0,2023-09-13 10:22:05,2023-09-13 10:05:01
1694570702820,26.0,2023-09-13 10:22:06,6431.0,27449.0,1.0,1300.0,2023-09-13 10:22:06,2023-09-13 10:05:02
