timestamp,reportType,mbbBefore,createTime,bm,uploadTime,rrInterval,mbbAfter,showtimestamp
1697247180540,1.0,6192.0,2023-10-14 09:46:00,270.0,2023-10-14 09:46:00,680.0,9413.0,2023-10-14 09:33:00
1697247181330,1.0,2236.0,2023-10-14 09:46:00,20.0,2023-10-14 09:46:00,790.0,2038.0,2023-10-14 09:33:01
1697247182070,1.0,2106.0,2023-10-14 09:46:00,46.0,2023-10-14 09:46:00,740.0,2890.0,2023-10-14 09:33:02
1697247182780,1.0,1355.0,2023-10-14 09:46:00,72.0,2023-10-14 09:46:00,710.0,1354.0,2023-10-14 09:33:02
1697247183110,1.0,1310.0,2023-10-14 09:46:00,212.0,2023-10-14 09:46:00,330.0,1236.0,2023-10-14 09:33:03
1697247183600,1.0,2596.0,2023-10-14 09:46:00,36.0,2023-10-14 09:46:00,490.0,5086.0,2023-10-14 09:33:03
1697247184450,1.0,2529.0,2023-10-14 09:46:00,58.0,2023-10-14 09:46:00,850.0,2199.0,2023-10-14 09:33:04
1697247185240,1.0,4147.0,2023-10-14 09:46:00,10.0,2023-10-14 09:46:00,790.0,4723.0,2023-10-14 09:33:05
1697247185970,1.0,1876.0,2023-10-14 09:46:00,8.0,2023-10-14 09:46:00,730.0,3374.0,2023-10-14 09:33:05
1697247186730,1.0,2293.0,2023-10-14 09:46:00,20.0,2023-10-14 09:46:00,760.0,2373.0,2023-10-14 09:33:06
1697247187530,1.0,2102.0,2023-10-14 09:46:00,12.0,2023-10-14 09:46:00,800.0,2964.0,2023-10-14 09:33:07
1697247188390,1.0,1824.0,2023-10-14 09:46:00,6.0,2023-10-14 09:46:00,860.0,3092.0,2023-10-14 09:33:08
1697247189250,1.0,2097.0,2023-10-14 09:46:00,14.0,2023-10-14 09:46:00,860.0,2772.0,2023-10-14 09:33:09
1697247190100,1.0,2172.0,2023-10-14 09:46:00,6.0,2023-10-14 09:46:00,850.0,2375.0,2023-10-14 09:33:10
1697247190930,1.0,2435.0,2023-10-14 09:46:00,14.0,2023-10-14 09:46:00,830.0,3585.0,2023-10-14 09:33:10
1697247191780,1.0,2283.0,2023-10-14 09:46:00,18.0,2023-10-14 09:46:00,850.0,2389.0,2023-10-14 09:33:11
1697247192620,1.0,2203.0,2023-10-14 09:46:00,8.0,2023-10-14 09:46:00,840.0,2237.0,2023-10-14 09:33:12
1697247193470,1.0,1909.0,2023-10-14 09:46:00,8.0,2023-10-14 09:46:00,850.0,2100.0,2023-10-14 09:33:13
1697247194300,1.0,1772.0,2023-10-14 09:46:00,10.0,2023-10-14 09:46:00,830.0,2840.0,2023-10-14 09:33:14
1697247195180,1.0,2315.0,2023-10-14 09:46:00,2.0,2023-10-14 09:46:00,880.0,2419.0,2023-10-14 09:33:15
1697247196090,1.0,2380.0,2023-10-14 09:46:00,26.0,2023-10-14 09:46:00,910.0,7752.0,2023-10-14 09:33:16
