timestamp,reportType,mbbBefore,createTime,bm,uploadTime,rrInterval,mbbAfter,showtimestamp
1695173220000,1.0,4724.0,2023-09-20 09:40:30,70.0,2023-09-20 09:40:30,1260.0,1212.0,2023-09-20 09:27:00
1695173220630,1.0,968.0,2023-09-20 09:40:30,42.0,2023-09-20 09:40:30,630.0,1246.0,2023-09-20 09:27:00
1695173221380,1.0,387.0,2023-09-20 09:40:30,196.0,2023-09-20 09:40:30,750.0,656.0,2023-09-20 09:27:01
1695173221780,1.0,645.0,2023-09-20 09:40:30,148.0,2023-09-20 09:40:30,400.0,242.0,2023-09-20 09:27:01
1695173222150,1.0,289.0,2023-09-20 09:40:30,190.0,2023-09-20 09:40:30,370.0,232.0,2023-09-20 09:27:02
1695173222510,1.0,300.0,2023-09-20 09:40:30,4.0,2023-09-20 09:40:30,360.0,136.0,2023-09-20 09:27:02
1695173222970,1.0,514.0,2023-09-20 09:40:30,36.0,2023-09-20 09:40:30,460.0,1199.0,2023-09-20 09:27:02
1695173223740,1.0,620.0,2023-09-20 09:40:30,14.0,2023-09-20 09:40:30,770.0,1401.0,2023-09-20 09:27:03
1695173224650,1.0,1430.0,2023-09-20 09:40:30,12.0,2023-09-20 09:40:30,910.0,1648.0,2023-09-20 09:27:04
1695173225420,1.0,858.0,2023-09-20 09:40:30,4.0,2023-09-20 09:40:30,770.0,1345.0,2023-09-20 09:27:05
1695173226290,1.0,1036.0,2023-09-20 09:40:30,8.0,2023-09-20 09:40:30,870.0,1240.0,2023-09-20 09:27:06
1695173227290,1.0,1590.0,2023-09-20 09:40:30,18.0,2023-09-20 09:40:30,1000.0,1511.0,2023-09-20 09:27:07
1695173228060,1.0,565.0,2023-09-20 09:40:30,6.0,2023-09-20 09:40:30,770.0,504.0,2023-09-20 09:27:08
1695173229030,1.0,1225.0,2023-09-20 09:40:30,82.0,2023-09-20 09:40:30,970.0,3306.0,2023-09-20 09:27:09
1695173230050,1.0,2645.0,2023-09-20 09:40:30,414.0,2023-09-20 09:40:30,1020.0,2116.0,2023-09-20 09:27:10
1695173231500,1.0,2147.0,2023-09-20 09:40:30,74.0,2023-09-20 09:40:30,1450.0,1741.0,2023-09-20 09:27:11
1695173232480,1.0,887.0,2023-09-20 09:40:30,316.0,2023-09-20 09:40:30,980.0,824.0,2023-09-20 09:27:12
1695173233380,1.0,3487.0,2023-09-20 09:40:30,74.0,2023-09-20 09:40:30,900.0,2694.0,2023-09-20 09:27:13
1695173234560,1.0,280.0,2023-09-20 09:40:30,96.0,2023-09-20 09:40:30,1180.0,171.0,2023-09-20 09:27:14
1695173234990,1.0,553.0,2023-09-20 09:40:30,34.0,2023-09-20 09:40:30,430.0,2705.0,2023-09-20 09:27:14
1695173236630,1.0,4333.0,2023-09-20 09:40:30,70.0,2023-09-20 09:40:30,1640.0,455.0,2023-09-20 09:27:16
1695173237400,1.0,933.0,2023-09-20 09:40:30,60.0,2023-09-20 09:40:30,770.0,898.0,2023-09-20 09:27:17
1695173238300,1.0,326.0,2023-09-20 09:40:30,56.0,2023-09-20 09:40:30,900.0,177.0,2023-09-20 09:27:18
1695173239060,1.0,519.0,2023-09-20 09:40:30,12.0,2023-09-20 09:40:30,760.0,906.0,2023-09-20 09:27:19
1695173239820,1.0,406.0,2023-09-20 09:40:30,140.0,2023-09-20 09:40:30,760.0,272.0,2023-09-20 09:27:19
1695173240630,1.0,764.0,2023-09-20 09:40:30,22.0,2023-09-20 09:40:30,810.0,662.0,2023-09-20 09:27:20
1695173241420,1.0,354.0,2023-09-20 09:40:30,16.0,2023-09-20 09:40:30,790.0,701.0,2023-09-20 09:27:21
1695173242230,1.0,373.0,2023-09-20 09:40:30,32.0,2023-09-20 09:40:30,810.0,660.0,2023-09-20 09:27:22
1695173242970,1.0,296.0,2023-09-20 09:40:30,36.0,2023-09-20 09:40:30,740.0,603.0,2023-09-20 09:27:22
1695173243870,1.0,627.0,2023-09-20 09:40:30,18.0,2023-09-20 09:40:30,900.0,572.0,2023-09-20 09:27:23
1695173244600,1.0,643.0,2023-09-20 09:40:30,10.0,2023-09-20 09:40:30,730.0,1038.0,2023-09-20 09:27:24
1695173245430,1.0,524.0,2023-09-20 09:40:30,24.0,2023-09-20 09:40:30,830.0,797.0,2023-09-20 09:27:25
1695173246460,1.0,748.0,2023-09-20 09:40:30,40.0,2023-09-20 09:40:30,1030.0,585.0,2023-09-20 09:27:26
1695173247120,1.0,828.0,2023-09-20 09:40:30,48.0,2023-09-20 09:40:30,660.0,983.0,2023-09-20 09:27:27
1695173247810,1.0,807.0,2023-09-20 09:40:30,40.0,2023-09-20 09:40:30,690.0,517.0,2023-09-20 09:27:27
1695173248180,1.0,57.0,2023-09-20 09:40:30,26.0,2023-09-20 09:40:30,370.0,608.0,2023-09-20 09:27:28
1695173249480,1.0,2334.0,2023-09-20 09:40:30,14.0,2023-09-20 09:40:30,1300.0,857.0,2023-09-20 09:27:29
1695173250360,1.0,433.0,2023-09-20 09:40:30,12.0,2023-09-20 09:40:30,880.0,734.0,2023-09-20 09:27:30
1695173251230,1.0,458.0,2023-09-20 09:40:30,78.0,2023-09-20 09:40:30,870.0,2786.0,2023-09-20 09:27:31
1695173252560,1.0,7613.0,2023-09-20 09:40:30,500.0,2023-09-20 09:40:30,1330.0,1409.0,2023-09-20 09:27:32
1695173253060,1.0,2150.0,2023-09-20 09:40:30,298.0,2023-09-20 09:40:30,500.0,8229.0,2023-09-20 09:27:33
1695173254690,1.0,6095.0,2023-09-20 09:40:30,120.0,2023-09-20 09:40:30,1630.0,1718.0,2023-09-20 09:27:34
1695173255290,1.0,1344.0,2023-09-20 09:40:31,120.0,2023-09-20 09:40:30,600.0,4824.0,2023-09-20 09:27:35
1695173256390,1.0,1309.0,2023-09-20 09:40:31,76.0,2023-09-20 09:40:30,1100.0,285.0,2023-09-20 09:27:36
1695173256910,1.0,997.0,2023-09-20 09:40:31,38.0,2023-09-20 09:40:30,520.0,1709.0,2023-09-20 09:27:36
1695173258150,1.0,1568.0,2023-09-20 09:40:31,20.0,2023-09-20 09:40:30,1240.0,1427.0,2023-09-20 09:27:38
1695173259020,1.0,1044.0,2023-09-20 09:40:31,4.0,2023-09-20 09:40:30,870.0,792.0,2023-09-20 09:27:39
1695173259790,1.0,270.0,2023-09-20 09:40:31,10.0,2023-09-20 09:40:30,770.0,836.0,2023-09-20 09:27:39
1695173260600,1.0,621.0,2023-09-20 09:40:31,18.0,2023-09-20 09:40:30,810.0,868.0,2023-09-20 09:27:40
1695173261450,1.0,281.0,2023-09-20 09:40:31,16.0,2023-09-20 09:40:30,850.0,463.0,2023-09-20 09:27:41
1695173262300,1.0,364.0,2023-09-20 09:40:31,36.0,2023-09-20 09:40:30,850.0,814.0,2023-09-20 09:27:42
1695173263140,1.0,844.0,2023-09-20 09:40:31,20.0,2023-09-20 09:40:30,840.0,1730.0,2023-09-20 09:27:43
1695173264720,1.0,2798.0,2023-09-20 09:40:31,10.0,2023-09-20 09:40:30,1580.0,2332.0,2023-09-20 09:27:44
1695173266520,1.0,1853.0,2023-09-20 09:40:31,6.0,2023-09-20 09:40:30,1800.0,815.0,2023-09-20 09:27:46
1695173267620,1.0,684.0,2023-09-20 09:40:31,6.0,2023-09-20 09:40:30,1100.0,444.0,2023-09-20 09:27:47
1695173268400,1.0,372.0,2023-09-20 09:40:31,10.0,2023-09-20 09:40:30,780.0,3593.0,2023-09-20 09:27:48
