timestamp,rrInterval,areaUp,areaDown,motion
1693562643400,400,1412,787,274
1693562643970,570,2056,6850,876
1693562644280,310,337,3760,464
1693562644770,490,2596,5755,700
1693562645470,700,9598,2634,672
1693562646040,570,2045,3134,340
1693562646610,570,833,5139,440
1693562646980,370,706,2743,394
1693562647420,440,5590,1564,326
1693562647970,550,2412,1293,450
1693562648520,550,1197,969,568
1693562649340,540,3443,7491,656
1693562649880,540,1870,8118,774
1693562650210,330,3796,1690,394
1693562650740,530,2077,6567,558
1693562651270,530,279,1860,164
1693562652100,540,248,6107,154
1693562652640,540,911,138,186
1693562653440,800,3478,23234,472
1693562653980,540,8425,4421,660
1693562654520,540,243,2403,256
1693562655180,660,1939,1322,164
1693562655720,540,2887,727,50
1693562656280,560,1715,2814,132
1693562656820,540,2157,4406,292
1693562657360,540,528,4654,184
1693562657970,610,4438,1249,164
1693562658430,460,4815,604,178
1693562659190,540,737,1753,146
1693562659730,540,594,2361,308
1693562660270,540,4095,8760,280
1693562660810,540,3615,3152,346
1693562661170,360,1300,2875,280
1693562661750,410,3254,730,366
1693562662970,700,607,9702,444
1693562663510,540,1178,1128,506
1693562664050,540,241,619,210
1693562664570,520,573,1693,320
1693562665110,540,483,225,420
1693562665650,540,925,1240,376
1693562666020,370,136,335,108
1693562666650,630,959,1579,384
1693562667130,480,665,1591,254
1693562667660,530,255,1441,328
1693562668200,540,410,1124,226
1693562668740,540,158,772,174
1693562669280,540,315,654,156
1693562669600,320,175,300,70
1693562670370,770,2085,2190,262
1693562671110,740,5700,5179,294
1693562671380,270,1982,2638,112
1693562671820,440,4002,6244,150
1693562672830,1010,14717,1409,140
1693562674080,1250,18049,15503,140
1693562675900,1820,32142,6258,104
1693562676450,550,190,1839,8
1693562677550,1100,3345,636,36
1693562677910,360,88,737,2
1693562679030,1120,8383,3603,98
1693562679470,440,3332,5121,332
1693562680040,570,2102,669,230
1693562680610,570,434,2086,142
1693562681280,670,2041,13282,156
1693562681890,610,5496,1972,168
1693562682460,570,3617,2206,104
1693562682860,400,342,2684,14
1693562683430,570,1528,1214,148
1693562684060,630,319,1609,24
1693562684630,570,813,1480,30
1693562685200,570,2450,4049,130
1693562686230,1030,4580,2792,54
1693562686800,570,790,625,196
1693562687370,570,312,911,150
1693562688010,640,3142,681,132
1693562688580,570,982,1506,46
1693562688910,330,392,675,36
1693562694660,520,389,2605,22
1693562695220,560,1155,604,56
1693562695780,560,336,1240,12
1693562696520,740,2446,13696,134
1693562697070,550,2271,3175,208
1693562697460,390,504,5698,242
1693562698020,560,5145,572,194
1693562698580,560,1855,1096,84
1693562699250,670,673,2199,88
1693562699770,520,261,1761,24
1693562700350,580,725,1899,28
1693562700970,620,589,1842,66
1693562701530,560,1063,278,60
1693562702030,500,290,2254,104
1693562702830,800,4654,9050,356
1693562703410,580,1445,1967,172
1693562703990,580,1264,799,128
1693562704430,440,97,401,30
1693562705280,850,1711,10630,192
1693562706630,1350,17548,5721,130
1693562707230,600,832,3480,64
1693562707960,730,4428,4681,206
1693562708560,600,2730,4362,122
1693562709210,650,421,2286,54
1693562710350,1140,5415,7065,72
1693562711010,660,130,12166,94
1693562711620,610,2330,7997,92
1693562712850,1230,1547,17249,144
1693562713210,360,5106,742,92
1693562714050,640,2234,2932,310
1693562715000,950,3424,4363,200
1693562715640,640,1158,2406,110
1693562716420,780,2239,6506,284
1693562716870,450,1205,4104,180
1693562717340,470,6297,2002,496
1693562717810,470,2257,3357,336
1693562718450,640,2170,1021,442
1693562719110,660,2648,5974,326
1693562719690,580,1841,2326,500
1693562720080,390,3226,1417,630
1693562720490,410,3094,1211,256
1693562721040,550,1917,2917,576
1693562721700,660,4281,2670,840
1693562722520,820,1160,8866,680
1693562723130,610,3408,2944,958
1693562723770,640,1494,1575,504
1693562724450,680,2139,3818,392
1693562724880,430,2997,4903,800
1693562725750,870,14283,6439,2688
1693562726640,890,32527,26393,3278
1693562727280,640,6445,6772,1332
1693562727920,640,2720,2365,1722
1693562728690,770,861,3732,2364
1693562728990,300,402,3745,528
1693562729620,630,4164,3269,1796
1693562730280,660,7192,3785,1884
1693562730970,690,2557,7423,1612
1693562731580,610,2875,3390,1666
1693562731980,400,2977,2891,938
1693562732320,340,1826,2181,670
1693562732650,330,848,2914,978
1693562732970,320,1870,835,848
1693562733790,820,17387,12869,1964
1693562734410,620,16074,1386,1406
1693562735040,630,663,2148,620
1693562735410,370,896,2066,280
1693562735920,510,3981,1166,574
1693562736850,690,2440,1014,792
1693562737200,350,431,1525,332
1693562737720,520,1878,3065,496
1693562738160,440,1128,1695,218
1693562738610,450,5358,2320,514
1693562739060,450,976,2575,326
1693562739480,420,1902,3974,436
1693562740340,860,10978,2938,916
1693562740860,520,1537,3807,594
1693562741400,540,3409,3216,888
1693562741860,460,271,4253,562
1693562742360,500,6274,1903,658
1693562742780,420,5071,1337,532
1693562743230,450,2848,1573,388
1693562743710,480,1945,900,360
1693562744180,470,3335,2090,240
1693562744570,390,1141,4322,320
1693562745050,480,7454,386,478
1693562745500,450,2635,2956,490
1693562746010,510,6780,2000,388
1693562746500,490,3138,1795,482
1693562747010,510,5045,1763,298
1693562747510,260,370,175,158
1693562748370,860,1944,2866,446
1693562748940,570,815,1539,248
1693562749790,560,558,1789,168
1693562750330,540,978,6400,156
1693562750880,550,1965,2012,150
1693562751430,550,421,792,144
1693562751780,350,228,364,62
1693562752260,480,487,477,74
1693562752750,490,961,501,144
1693562753140,390,728,681,92
1693562753600,460,258,1440,96
1693562760670,490,717,1573,88
1693562761640,970,1163,3978,136
1693562762140,500,346,952,40
1693562762990,850,1649,218,46
1693562763620,630,407,1185,32
1693562764100,480,277,732,26
1693562764610,510,306,1063,28
1693562765590,980,1692,1211,60
1693562766100,510,665,1932,26
1693562766610,510,702,1141,10
1693562767590,980,615,7600,58
1693562770730,500,1984,7145,10
1693562771230,500,5929,2886,214
1693562771900,670,8589,12744,620
1693562773790,520,2597,4927,74
1693562774310,520,507,5398,210
1693562775130,520,1936,4289,68
1693562775650,520,3395,1324,254
1693562776230,580,1209,4080,148
1693562776770,540,629,7759,416
1693562778960,720,14119,4958,366
1693562779480,520,4338,2862,270
1693562780000,520,268,2370,34
1693562780550,550,2721,6333,188
1693562781070,520,2806,6937,346
1693562781590,520,3582,1949,288
1693562782010,420,7489,1890,668
1693562782530,520,3969,2170,274
1693562783160,630,2202,6800,266
1693562783620,460,936,7602,198
1693562784140,520,2856,996,204
1693562784660,520,1897,6831,134
1693562785190,530,6702,14509,306
1693562785570,380,5128,1234,180
1693562786110,540,4524,2141,280
1693562786650,540,127,1855,128
1693562787270,620,1002,2646,84
1693562787790,520,1317,2869,218
1693562788330,540,1998,1512,348
1693562788870,540,2102,661,200
1693562789190,320,84,1679,184
1693562789700,510,267,2424,314
1693562790260,560,1310,7638,518
1693562790760,500,3389,2848,1534
1693562791510,500,5056,2990,1148
1693562791860,350,957,3718,322
1693562792530,670,8497,2092,542
1693562793030,500,1669,1040,414
1693562793400,370,311,4118,170
1693562793890,490,2953,2192,316
1693562794390,500,1255,616,290
1693562794890,500,1661,2029,470
1693562795350,460,1066,1374,196
1693562795850,500,802,1474,378
1693562796310,460,880,1123,436
1693562796770,460,1114,2047,200
1693562797030,260,957,593,160
1693562797520,490,1495,2193,430
1693562797970,450,3131,1925,292
1693562798500,370,1741,5555,544
1693562799000,500,4564,3738,640
1693562799560,560,6195,3421,470
1693562800060,500,2391,3642,642
1693562800720,660,5065,14109,532
1693562801220,500,1126,2583,670
1693562801720,500,2982,1813,612
1693562802490,500,2599,1152,546
1693562802990,500,3183,1237,556
1693562803490,500,995,115,262
1693562803880,390,1430,1312,306
1693562804390,510,7672,5413,1174
1693562804770,380,589,5547,422
1693562805200,430,5239,1785,388
1693562805730,530,1989,1683,594
1693562806260,530,1803,5232,626
1693562806600,340,682,2212,224
1693562807130,530,3072,4077,530
1693562807620,490,856,1655,1028
1693562808300,680,10662,5096,666
1693562808690,390,2028,5071,432
1693562809410,720,6474,1276,820
1693562811150,540,3480,2600,214
1693562811820,670,1956,12652,598
1693562812250,430,6646,243,528
1693562812800,550,3957,7043,412
1693562813290,490,1018,4706,228
1693562813840,550,2899,2091,218
1693562814390,550,2359,1386,318
1693562814960,570,753,21772,288
1693562815510,550,6232,1476,442
1693562816240,730,2852,11964,1152
1693562817190,590,5064,747,492
1693562817740,550,885,1305,906
1693562818290,550,719,5805,554
1693562818860,570,606,1654,410
1693562826070,440,796,1674,406
1693562826570,500,2599,567,436
1693562827100,530,1846,2277,576
1693562827430,330,2152,1444,544
1693562827900,470,2482,8939,816
1693562828560,660,20038,535,554
1693562828980,420,3228,5749,1004
1693562829500,380,649,1787,910
1693562830010,510,835,2150,524
1693562830580,570,2694,4119,526
1693562830930,350,427,1904,494
1693562831440,510,1092,1047,646
1693562832010,570,933,5652,422
1693562832520,510,1829,2818,430
1693562833110,590,4083,7849,420
1693562833620,510,633,5287,378
1693562834000,380,183,1751,204
1693562834420,420,1796,1026,302
1693562834850,430,1159,932,340
1693562835360,510,957,435,400
1693562835680,320,367,5215,330
1693562836280,600,13327,1346,496
1693562836580,300,896,781,306
1693562837330,510,2423,1135,342
1693562837870,540,1760,6987,474
1693562838420,550,5989,5634,298
1693562838940,520,3158,2866,276
1693562839390,450,2586,13083,438
1693562839920,530,3129,5716,358
1693562840370,450,1713,12058,402
1693562840900,530,2646,4005,318
1693562841350,450,1105,5991,410
1693562841880,530,541,3366,432
1693562842320,440,669,6588,334
1693562842850,530,1098,3298,286
1693562843440,590,1459,2142,460
1693562843950,510,403,2598,348
1693562844410,460,942,3855,286
1693562844920,510,940,1972,286
1693562845400,480,461,1305,256
1693562845900,500,489,2454,290
1693562846240,340,258,2388,382
1693562846740,500,578,2463,406
1693562847260,520,1477,4776,656
1693562847760,500,885,2731,302
1693562848180,420,1292,7901,356
1693562848680,500,1009,2038,370
1693562849310,630,2666,6300,476
1693562849810,500,1366,2545,336
1693562850560,470,2294,505,358
1693562851100,540,5079,3465,560
1693562851590,490,1354,829,332
1693562852080,490,595,3852,360
1693562852470,390,87,2044,372
1693562852950,480,3825,615,558
1693562853450,500,1939,4681,228
1693562853960,510,1825,11653,676
1693562854460,500,3166,3546,334
1693562855140,680,4071,5167,402
1693562855640,500,1953,1073,366
1693562856300,370,4108,179,262
1693562856830,530,2363,8640,414
1693562857280,450,5483,231,362
1693562857620,340,513,879,488
1693562858130,510,2035,2516,340
1693562858630,500,2072,4259,468
1693562859180,550,2545,3435,420
1693562859750,570,7615,2925,426
1693562860250,500,997,3817,456
1693562860710,460,1411,11221,498
1693562861220,510,1837,4068,412
1693562861680,460,2121,14234,512
1693562862190,510,1010,4726,468
1693562862670,480,2155,11132,290
1693562863190,520,2335,5221,514
1693562863550,360,801,8972,322
1693562864060,510,1770,2128,570
1693562864570,510,2134,6122,460
1693562865610,740,7707,3001,666
1693562866120,510,213,4136,418
1693562866570,450,862,9667,448
1693562867080,510,2527,8299,466
1693562867540,460,899,15937,460
1693562868050,510,2721,5664,324
1693562868520,470,1071,11558,472
1693562869030,510,2652,3798,528
1693562869830,510,4391,5905,560
1693562870430,600,20033,4837,986
1693562870930,500,4387,2754,412
1693562871430,500,949,1887,140
1693562872120,690,3226,29981,916
1693562872620,500,5430,2814,652
1693562873100,480,6001,4139,376
1693562873440,340,1154,1614,246
1693562873740,300,1158,535,458
1693562874010,270,1145,1086,196
1693562874530,520,1353,6025,230
1693562874910,380,2536,756,118
1693562875570,660,4332,5548,578
1693562876070,500,2259,1435,352
1693562876570,500,1352,386,248
1693562876900,330,1491,244,204
1693562877400,500,1075,1075,256
1693562877800,400,1516,1961,230
1693562878300,500,1937,1951,188
1693562878760,460,1882,11785,302
1693562879260,500,2403,1531,154
1693562879760,500,699,531,242
1693562880360,600,685,1507,308
1693562880860,500,1159,1340,316
1693562881210,350,54,885,222
1693562881930,720,6589,3367,484
1693562882430,500,1919,4411,338
1693562882890,460,1066,7522,338
1693562883390,500,2106,3547,326
1693562883860,470,891,3921,246
1693562894350,510,1167,1949,178
1693562894850,500,2021,8848,276
1693562895360,510,1861,3082,282
1693562895810,450,1639,9898,302
1693562896330,520,2011,499,238
1693562896950,620,4393,9873,414
1693562897470,520,964,6511,248
1693562897990,520,2307,4323,414
1693562898510,520,465,3310,468
1693562899030,520,5500,3858,288
1693562899660,630,3537,6584,296
1693562900020,360,3831,3265,204
1693562900670,650,7854,624,314
1693562901190,520,1296,1428,334
1693562901710,520,497,1672,378
1693562902230,520,102,1606,256
1693562902560,330,177,491,146
1693562903080,520,486,1457,164
1693562903580,500,2272,9109,258
1693562905070,520,4274,8422,476
1693562905590,520,2664,1319,372
1693562906110,520,303,1917,276
1693562906890,520,1204,1470,260
1693562907260,370,181,2949,298
1693562907780,520,3153,1791,292
1693562908200,420,407,3377,324
1693562908630,430,2569,529,312
1693562909110,480,452,4031,390
1693562909630,520,2475,3064,492
1693562909970,340,1399,999,318
1693562910490,520,1998,2249,392
1693562910910,420,1343,717,432
1693562911430,520,2038,2842,454
1693562912210,520,868,3513,360
1693562912620,410,1219,9373,408
1693562913140,520,2293,2176,376
1693562913820,680,651,2187,358
1693562914520,700,2859,1957,536
1693562915020,500,905,2381,312
1693562915460,440,1095,11505,396
1693562915960,500,1478,3161,586
1693562916540,580,1659,4327,584
1693562917280,500,2164,2366,372
1693562917640,360,1070,9153,418
1693562918130,490,3606,798,656
1693562918640,510,1825,2692,646
1693562919150,510,702,4455,194
1693562919630,480,265,1722,260
1693562920110,480,747,8533,314
1693562921280,480,6023,6455,224
1693562921800,520,1735,9656,270
1693562922910,610,2565,13954,472
1693562923240,330,2749,850,310
1693562923880,640,2768,9202,422
1693562924270,390,1548,2938,210
1693562924760,490,3076,3466,402
1693562925280,520,3133,2801,394
1693562925780,500,5347,8248,444
1693562926260,480,2313,2886,242
1693562926820,560,13203,4861,510
1693562927320,500,2767,2814,362
1693562927810,490,2788,9630,542
1693562928310,500,1989,1956,324
1693562928770,460,1644,5377,352
1693562929280,510,1198,2156,364
1693562929760,480,1642,5267,326
1693562930270,510,1219,2805,378
1693562930760,490,2131,11218,422
1693562931280,520,1848,4979,512
1693562931800,520,1891,9189,402
1693562932320,520,905,4843,408
1693562932670,350,198,3627,218
1693562933130,460,3835,399,592
1693562933660,530,4729,3775,464
1693562934180,520,1683,4674,398
1693562934670,490,1866,8364,430
1693562935190,520,1627,3996,392
1693562935650,460,416,8703,312
1693562936180,530,2488,2733,334
1693562936630,450,1419,4942,272
1693562937150,520,753,3549,526
1693562937680,530,1042,7737,330
1693562938200,520,1560,3832,510
1693562938540,340,1004,7232,286
1693562939060,520,1239,4404,492
1693562939730,670,2727,22786,778
1693562940250,520,1393,3246,470
1693562940710,460,806,10684,452
1693562941090,380,5815,826,270
1693562941650,560,9167,8638,558
1693562942070,420,9526,715,442
1693562942760,690,8673,7117,734
1693562943280,520,4390,3249,490
1693562943750,470,761,10266,436
1693562944280,530,3550,3472,410
1693562944900,620,301,9014,422
1693562945690,790,11010,5566,890
1693562946220,530,3546,3070,558
1693562946960,460,8737,246,572
1693562947620,660,8113,11713,972
1693562948150,530,3976,6634,1014
1693562948680,530,2704,14970,2712
1693562949000,320,5275,3127,1482
1693562949530,530,6404,1973,4000
1693562950350,530,9051,3160,808
1693562950900,550,2293,23421,858
1693562951440,540,1027,6996,592
1693562951880,440,3798,11131,418
1693562959880,570,5770,4179,806
1693562960440,560,1890,895,562
1693562960920,480,3033,7915,656
1693562961480,560,3060,5053,368
1693562961870,390,2469,11312,346
1693562962430,560,3892,4963,456
1693562962850,420,2387,9340,234
1693562963410,560,3156,5128,290
1693562963830,420,2558,13068,440
1693562964390,560,4126,1722,472
1693562964910,520,3227,5588,372
1693562965360,450,1386,900,320
1693562965930,570,5526,3756,552
1693562966470,540,1725,3679,384
1693562967010,540,3933,3697,450
1693562967550,540,4386,4438,1120
1693562967960,410,370,4884,350
1693562968500,540,4633,8492,532
1693562969290,790,2077,29040,482
1693562969820,530,2760,5152,256
1693562970300,480,3150,11697,310
1693562970680,380,6309,972,308
1693562971330,650,15453,6312,596
1693562971850,520,827,3139,366
1693562972370,520,930,424,128
1693562973110,740,652,2561,162
1693562973630,520,549,858,92
1693562974090,460,954,1329,62
1693562974610,520,1675,1547,100
1693562974950,340,198,1120,52
1693562975520,570,4956,589,136
1693562976280,760,2709,2541,84
1693562976750,470,289,1548,8
1693562977260,510,331,1509,2
1693562978750,1490,7832,874,16
1693562979260,510,130,1441,14
1693562979780,520,313,620,2
1693562980300,520,468,1866,10
1693562980810,510,419,1015,12
1693562981310,500,428,645,0
1693562982320,1010,432,2662,24
1693562982850,530,760,1470,130
1693562983380,530,592,459,282
1693562983750,370,244,1380,122
1693562984460,710,14092,4870,586
1693562985080,420,4771,3293,1402
1693562985880,620,14590,22034,1872
1693562986470,590,16846,11624,1954
1693562987230,760,11899,16599,2102
1693562987820,590,11070,21796,1542
1693562988400,580,11054,3517,1604
1693562988800,400,8806,2577,426
1693562989330,530,6594,18975,654
1693562989700,370,773,2391,682
1693562990080,380,11265,416,222
1693562990440,360,1627,3096,260
1693562990970,530,4574,2483,600
1693562991290,320,3583,9655,480
1693562992030,740,35411,4835,1122
1693562992590,560,5988,11954,520
1693562993120,530,10277,2310,412
1693562993500,380,2766,3184,282
1693562994020,520,3225,1754,390
1693562994480,460,1102,7000,438
1693562995030,550,14405,3824,452
1693562995540,510,3612,1840,382
1693562996070,530,5077,13122,400
1693562996580,510,2748,3538,354
1693562997030,450,2197,2956,294
1693562997440,410,812,3322,402
1693562997950,510,2566,4956,234
1693562998900,640,4878,4599,486
1693562999410,510,1646,640,446
1693562999920,510,3465,11461,344
1693563000340,420,2904,4776,344
1693563000850,510,4818,11185,394
1693563001320,470,767,1942,406
1693563001830,510,4083,1248,392
1693563002260,430,1663,7090,340
1693563002870,610,16879,6923,466
1693563003380,510,1814,3882,526
1693563003770,390,1357,9935,438
1693563004290,520,2809,4748,512
1693563004810,520,2131,3854,484
1693563005600,520,4824,8057,856
1693563005990,390,829,2208,258
1693563006500,510,6109,1392,568
1693563007820,670,14517,4666,316
1693563008250,430,6232,2047,496
1693563008880,630,11662,2781,752
1693563009420,540,751,5419,590
1693563009840,420,2645,5966,458
1693563010380,540,822,9189,714
1693563010760,380,2508,12712,540
1693563011300,540,2767,7545,454
1693563011710,410,1364,8989,400
1693563012250,540,2067,4932,364
1693563012650,400,1138,9583,322
1693563013200,550,2322,2315,320
1693563013890,690,2793,6406,362
1693563014660,570,9547,10950,494
1693563015240,580,5318,6157,548
1693563015670,430,3070,15757,336
1693563016130,460,9303,2224,386
1693563016710,580,2201,3701,644
1693563017300,590,3231,1425,340
1693563018140,840,1772,1447,320
1693563026360,580,8154,3762,672
1693563027150,790,4278,29275,908
1693563027730,580,1341,5353,792
1693563028310,580,828,4753,514
1693563029080,770,2322,13665,1360
1693563029660,580,931,2124,748
1693563030240,580,1040,6070,792
1693563030820,580,7563,2263,902
1693563031270,450,8186,7646,546
1693563031900,630,10557,4619,1052
1693563032190,290,2604,877,698
1693563032770,580,2080,11401,942
1693563033490,720,2886,38738,1140
1693563034070,580,2171,7704,584
1693563034650,580,2580,1087,550
1693563035230,580,934,1099,234
1693563035920,690,1133,13524,708
1693563036500,580,12367,7199,1526
1693563036920,420,1544,2543,632
1693563037320,400,5874,640,326
1693563037900,580,1734,1002,486
1693563038210,310,201,1156,280
1693563039030,820,2470,2861,696
1693563039580,420,3388,6110,354
1693563039960,380,6885,442,300
1693563040620,660,1953,3555,296
1693563042150,410,5446,3981,258
1693563042590,440,9408,4095,774
1693563043200,610,10039,5097,914
1693563043780,580,3955,7587,674
1693563044150,370,482,2456,440
1693563044730,580,5865,12925,578
1693563045060,330,1078,1287,314
1693563045710,650,15578,5422,736
1693563046280,570,3565,6957,640
1693563046720,440,3250,17775,490
1693563047290,570,3218,8607,380
1693563047670,380,1231,4111,240
1693563048090,420,696,2509,444
1693563048650,560,7206,8640,514
1693563049030,380,718,4652,454
1693563049560,530,8635,15418,400
1693563050110,550,3933,11603,518
1693563050920,810,3879,13183,440
1693563051530,610,25884,7977,594
1693563052070,540,1559,9281,584
1693563052450,380,1351,8322,284
1693563053090,640,8005,173,624
1693563053770,680,1017,11862,382
1693563054360,590,9076,3970,338
1693563054890,530,872,7287,398
1693563055290,400,2058,12489,220
1693563055820,530,937,7732,640
1693563056410,590,4850,8222,592
1693563056940,530,2519,6196,560
1693563057310,370,565,4719,348
1693563057840,530,2629,7511,362
1693563058470,630,5804,3715,746
1693563059000,530,5315,7691,382
1693563059420,420,1240,2118,394
1693563059950,530,6099,16878,392
1693563060330,380,874,3276,340
1693563061110,780,24786,18565,652
1693563061640,530,1182,7271,556
1693563062060,420,1036,7590,396
1693563062590,530,2502,6153,554
1693563062940,350,1087,3930,394
1693563063470,530,2235,5598,544
1693563064290,530,1297,3964,612
1693563064820,530,2807,7292,778
1693563065620,520,10434,4447,518
1693563066150,530,2296,6317,728
1693563066600,450,2956,8822,334
1693563067120,520,1612,10922,496
1693563067730,610,24403,10404,796
1693563068240,510,3466,10644,712
1693563068670,430,4237,24039,436
1693563069190,520,5214,8476,946
1693563069810,620,7990,17202,962
1693563070560,750,30112,6409,838
1693563070950,390,1526,7754,538
1693563071470,520,9621,14989,534
1693563071920,450,3559,2106,568
1693563072460,540,7939,12655,530
1693563072830,370,742,1496,282
1693563073620,790,22666,17458,954
1693563074370,750,35543,8891,1206
1693563074920,550,3343,12635,804
1693563075320,400,2872,20894,574
1693563075870,550,5001,9276,464
1693563076270,400,2991,18872,428
1693563076830,560,4323,8837,740
1693563077390,560,5403,12285,514
1693563077960,570,3457,10856,576
1693563078830,570,3640,11609,406
1693563079260,430,4635,27921,504
1693563079830,570,8376,6237,718
1693563080400,570,10403,4158,718
1693563080970,570,4066,3740,472
1693563081430,460,3663,991,380
1693563082170,570,6913,11196,680
1693563082570,400,2238,3240,970
1693563090230,570,1682,4659,448
1693563090630,400,438,2547,218
1693563091220,590,9737,2110,334
1693563091630,410,910,6301,266
1693563092130,500,5300,2503,382
1693563092440,310,1229,2832,188
1693563092870,430,952,2852,152
1693563093430,560,3896,2353,284
1693563093800,370,222,1732,208
1693563094360,560,2145,2647,250
1693563094800,440,1630,4438,314
1693563095510,710,14434,1880,502
1693563096390,540,3400,4870,384
1693563096700,310,141,1084,90
1693563097230,530,1924,4573,284
1693563097650,420,2442,6020,290
1693563098170,520,4161,2097,400
1693563098750,580,680,9290,310
1693563099340,590,18570,5257,496
1693563099870,530,2460,11037,404
1693563100300,430,2970,22953,432
1693563100840,540,5364,7323,418
1693563101500,660,6529,22195,470
1693563102040,540,5836,7536,434
1693563102500,460,2192,2559,426
1693563103220,720,15844,12684,754
1693563103660,440,3468,4928,332
1693563104200,540,4083,1705,292
1693563104650,450,1053,3656,328
1693563105260,610,8401,4134,528
1693563105800,540,1211,5500,466
1693563106130,330,518,2313,198
1693563106600,470,2863,2338,410
1693563107110,510,5920,3130,292
1693563107570,460,1133,3676,210
1693563108090,520,7326,3753,166
1693563108560,470,1266,2460,240
1693563109100,540,3387,2374,220
1693563109550,450,1700,1497,296
1693563110330,780,16251,3433,266
1693563110960,630,4152,3142,346
1693563111410,450,2235,1902,208
1693563111920,510,3588,6057,230
1693563112460,540,4601,1296,238
1693563112910,450,3059,1537,212
1693563113450,540,4228,3181,188
1693563113990,540,2640,4048,204
1693563114430,440,364,1831,168
1693563115080,650,3710,2572,294
1693563115530,450,1318,3450,160
1693563116000,470,4015,1644,166
1693563116510,510,4279,2632,192
1693563117030,520,3505,3853,156
1693563117500,470,738,7066,172
1693563118180,680,8500,4141,268
1693563118570,390,2722,1743,182
1693563119050,480,2161,2319,200
1693563119560,510,1137,1596,128
1693563120040,480,448,5231,178
1693563120480,440,335,10557,318
1693563121060,580,11020,1141,396
1693563121330,270,1129,1264,210
1693563121850,520,6277,6970,312
1693563122430,580,15243,1778,492
1693563122960,530,3926,8720,642
1693563123340,380,1837,8628,284
1693563123960,620,6083,9657,372
1693563125000,590,15573,7060,460
1693563125500,500,1761,5733,264
1693563125990,490,5085,20248,310
1693563126480,490,3709,1051,388
1693563126970,490,3982,6680,390
1693563127370,400,708,2709,264
1693563127870,500,2910,440,302
1693563128280,410,2961,2964,248
1693563128780,500,2513,1764,254
1693563129260,480,1998,2548,240
1693563129540,280,1269,1506,94
1693563130140,600,9255,12854,310
1693563130640,500,4211,2825,260
1693563131140,500,3756,7410,200
1693563131580,440,1110,2024,244
1693563132080,500,4421,3741,326
1693563132560,480,1860,1857,270
1693563133190,630,6222,4885,308
1693563133690,500,701,4923,198
1693563134400,710,1160,3573,238
1693563135180,560,7646,8274,286
1693563135680,500,2173,615,234
1693563136260,580,5820,16919,388
1693563136700,440,4459,3603,212
1693563137130,430,5983,8898,324
1693563137620,490,2413,4161,154
1693563137960,340,2772,2811,184
1693563138540,580,6091,4929,204
1693563139000,460,3760,3016,202
1693563139590,590,7191,4257,250
1693563139990,400,4991,600,154
1693563140570,580,2217,2814,302
1693563141110,540,3854,3348,286
1693563141660,550,4503,1444,230
1693563142190,530,6159,4885,266
1693563142670,480,4477,3251,332
1693563143210,540,3634,5045,382
1693563143690,480,1881,2793,324
1693563144170,480,1831,5697,236
1693563144730,560,1344,4905,628
1693563145210,480,4034,3924,364
1693563145730,520,4505,6163,236
1693563146190,460,2229,5741,174
1693563146660,470,1251,3548,332
1693563147160,500,2230,6844,280
1693563147480,320,4304,282,220
1693563148160,480,1773,1066,258
1693563148790,630,2540,7617,234
1693563155780,510,2864,4281,254
1693563156290,510,7781,2512,250
1693563156790,500,4171,2454,208
1693563157260,470,4879,2967,258
1693563157790,530,2281,5649,282
1693563158270,480,2347,1292,198
1693563158780,510,3328,2262,370
1693563159280,500,6486,2412,268
1693563159800,520,4632,5766,242
1693563160250,450,4230,4210,236
1693563160730,480,3739,2455,236
1693563161210,480,2808,1139,270
1693563161560,350,304,9228,308
1693563162040,480,3903,2857,238
1693563162530,490,3858,2362,270
1693563163020,490,2291,3922,242
1693563163540,520,4518,5865,340
1693563163970,430,1808,4525,220
1693563164450,480,2812,918,216
1693563165220,480,1364,3073,278
1693563165910,690,1552,8353,474
1693563166490,580,13731,5686,514
1693563166970,480,1971,5451,348
1693563167450,480,3292,982,364
1693563167930,480,668,5153,398
1693563168420,490,2484,4621,522
1693563168900,480,1368,5095,288
1693563169380,480,2785,2987,336
1693563169750,370,1731,3285,268
1693563170410,660,15754,7572,630
1693563171330,480,2770,860,472
1693563171870,540,6694,23569,492
1693563172350,480,3217,741,320
1693563172830,480,2708,2801,230
1693563173290,460,847,3531,310
1693563173840,550,9916,1378,310
1693563174300,460,871,2381,324
1693563174860,560,9844,9855,466
1693563175350,490,3987,2117,296
1693563175840,490,6667,5025,286
1693563176230,390,2452,1254,234
1693563176830,600,7411,39208,540
1693563177320,490,7039,7083,672
1693563177960,640,6786,17647,366
1693563178610,650,1915,14275,474
1693563179100,490,4792,6871,480
1693563179730,630,5970,12531,802
1693563180420,690,20777,1920,498
1693563180820,400,1843,2012,290
1693563181400,580,9975,7351,478
1693563181910,510,2640,4729,494
1693563182420,510,3147,3287,600
1693563183220,520,4468,6531,422
1693563183700,480,4205,14755,360
1693563184220,520,1923,5359,408
1693563184680,460,3189,14369,518
1693563185200,520,2010,5034,350
1693563185690,490,3999,15175,490
1693563186220,530,2657,8139,414
1693563186660,440,2944,9701,316
1693563187190,530,954,11472,526
1693563187590,400,1613,18699,380
1693563188140,550,7749,12487,452
1693563188570,430,3317,20137,376
1693563189120,550,4624,12435,458
1693563189570,450,2729,19194,454
1693563190120,550,2538,7443,490
1693563190550,430,1648,5565,326
1693563190940,390,391,2306,158
