timestamp,rrInterval,areaUp,areaDown,motion
1693564779390,1920,44223,14255,114
1693564780040,650,3490,565,14
1693564780840,800,1624,7216,24
1693564781530,690,3671,3233,34
1693564782900,1370,11146,2311,74
1693564783810,910,1447,2749,20
1693564784510,700,2835,2984,60
1693564785200,690,2520,2736,36
1693564786590,1390,8052,3942,68
1693564787210,620,519,823,24
1693564787790,580,330,4613,50
1693564788150,360,1694,183,70
1693564789400,1250,5064,6209,46
1693564796370,640,3958,799,82
1693564797200,830,623,9338,68
1693564798210,1010,13960,2746,240
1693564798990,780,457,3211,68
1693564799460,470,3611,339,36
1693564799740,280,756,136,34
1693564800210,470,462,2425,26
1693564801890,1680,9240,9031,144
1693564802620,730,2952,562,40
1693564803400,780,3023,4092,50
1693564803660,260,706,348,32
1693564804440,780,3936,1558,66
1693564805620,1180,4641,3681,88
1693564806040,420,1255,271,66
1693564807040,1000,266,1934,164
1693564807710,670,973,4464,74
1693564808410,700,2772,363,76
1693564809130,720,1152,2128,72
1693564809830,700,2899,1208,140
1693564810620,790,495,5435,62
1693564811900,1280,11102,2209,98
1693564812630,730,1898,3805,48
1693564813600,970,3218,921,80
1693564814300,700,1416,2101,114
1693564814830,530,1444,1786,56
1693564815530,700,2042,3346,74
1693564816230,700,707,981,78
1693564816660,430,1047,554,58
1693564817360,700,695,948,100
1693564818680,1320,2493,11611,116
1693564819380,700,1557,283,40
1693564820180,800,1453,3631,168
1693564820990,810,7771,3676,132
1693564821690,700,906,310,118
1693564822800,1110,2968,5419,112
1693564823780,980,2600,1569,140
1693564824520,740,1584,2718,92
1693564825810,1290,1393,7086,90
1693564826440,630,3043,591,34
1693564827130,690,819,2396,24
1693564827780,650,481,3152,66
1693564828480,700,1469,360,88
1693564829230,750,154,1835,216
1693564829920,690,778,1018,72
1693564830550,630,1049,849,82
1693564831200,650,471,2604,54
1693564831760,560,2109,79,68
1693564832740,980,2288,4927,110
1693564834030,1290,6386,3975,104
1693564835390,1360,5218,3378,140
1693564836130,740,2925,269,96
1693564836860,730,2020,1033,76
1693564837620,760,1248,3582,82
1693564838410,790,5359,1972,138
1693564838930,520,709,728,62
1693564839850,920,1033,2881,82
1693564840550,700,2359,5756,38
1693564841250,700,1888,1597,82
1693564842530,1280,4562,5906,84
1693564843000,470,630,1492,54
1693564843700,700,1333,334,132
1693564844400,700,853,488,154
1693564845130,730,452,664,160
1693564845480,350,753,634,40
1693564845850,370,381,701,56
1693564846620,770,1552,2112,116
1693564846970,350,1026,214,42
1693564847370,400,457,1174,16
1693564847740,370,1060,991,28
1693564848030,290,165,247,28
1693564848590,560,1006,2531,72
1693564849270,680,1265,2226,76
1693564849960,690,421,2124,80
1693564850430,470,405,2516,68
1693564851150,720,1530,762,94
1693564851550,400,1715,1542,72
1693564852510,960,6400,3930,224
1693564853220,710,3409,910,82
1693564854210,990,1540,4255,130
1693564854560,350,137,1083,74
1693564860040,720,2431,98,138
1693564860920,880,1171,7956,176
1693564861570,650,1515,4160,64
1693564862270,700,873,1968,118
1693564862900,630,487,2746,96
1693564864250,1350,6370,4630,114
1693564864820,570,2971,1113,92
1693564865260,440,242,1485,78
1693564866120,860,7317,3101,108
1693564866430,310,1418,263,118
1693564866780,350,235,608,78
1693564867260,480,279,1670,76
1693564867960,700,2204,165,60
1693564868900,940,1875,4777,100
1693564869340,440,1716,692,36
1693564869990,650,1098,1809,88
1693564871690,1700,6612,3738,84
1693564872500,810,2962,1555,44
1693564872910,410,619,307,28
1693564874000,1090,251,6450,62
1693564875460,1460,15639,21876,106
1693564876190,730,5941,1956,60
1693564877960,1770,1226,10599,96
1693564878620,660,3199,1463,116
1693564879350,730,2020,2438,116
1693564880190,840,1005,5154,80
1693564880870,680,2503,4949,48
1693564884080,1110,2098,1360,64
1693564884780,700,955,1250,48
1693564885160,380,671,585,28
1693564886460,1300,1836,12394,96
1693564887210,750,2942,1594,78
1693564888190,980,1110,4545,94
1693564889360,1170,4632,861,102
1693564890120,760,1917,730,84
1693564890800,680,1532,3297,132
1693564891510,710,4324,642,88
1693564892310,800,1052,4927,194
1693564893060,750,1138,2743,118
1693564893840,780,3592,8076,242
1693564894600,760,3162,995,96
1693564895820,1220,4368,5552,74
1693564896320,500,1546,355,42
1693564897220,900,2604,1605,74
1693564897680,460,1410,264,80
1693564898280,600,369,753,86
1693564898610,330,355,283,114
1693564899560,950,3813,3465,374
1693564900590,1030,4186,1626,276
1693564901030,440,369,1736,102
1693564901790,760,3403,849,38
1693564902360,570,197,1126,12
1693564903040,680,1097,3285,46
1693564903740,700,1748,985,60
1693564904270,530,449,2038,58
1693564905450,1180,3043,2322,64
1693564905820,370,303,253,34
1693564906550,730,79,826,52
1693564907730,1180,1506,4558,50
1693564909300,1570,3341,4579,70
1693564910000,700,1050,2514,14
1693564911400,730,1596,4356,42
1693564912740,1340,7408,2443,58
1693564914160,1420,2935,3387,66
1693564914950,790,2272,1343,18
1693564915660,710,1731,877,50
1693564916370,710,582,2211,16
1693564916960,590,449,1163,48
1693564917750,790,1246,2637,50
1693564918690,940,190,3531,62
1693564924240,610,727,1756,44
1693564925330,1090,2030,3967,82
1693564926900,1570,3048,3330,82
1693564927690,790,2248,2140,50
1693564930560,770,2121,1340,34
1693564931220,660,493,1558,70
1693564931920,700,1419,1327,48
1693564932680,760,447,5668,26
1693564933360,680,895,511,80
1693564934340,980,6810,38418,72
1693564936330,1990,81353,13702,132
1693564937950,1620,21924,5164,72
1693564938630,680,800,289,44
1693564939350,720,2604,5623,124
1693564940070,720,4889,4957,50
1693564941400,1330,18875,26540,94
1693564942110,710,10636,1784,156
1693564942810,700,1680,10857,246
1693564943530,720,911,8439,60
1693564944410,880,3477,7036,92
1693564945840,1430,5311,967,90
1693564946750,910,1227,4787,124
1693564947110,360,948,71,28
1693564947840,730,1419,6319,58
1693564948660,820,2176,6303,38
1693564949090,430,1720,1222,24
1693564949850,760,839,6000,94
1693564950590,740,5045,1744,36
1693564951980,1390,15744,6703,76
1693564952690,710,1268,3678,64
1693564953960,1270,1287,4242,142
1693564954670,710,2720,1170,160
1693564955350,680,1340,681,238
1693564956060,710,971,2698,206
1693564956740,680,692,228,106
1693564957540,800,229,2569,126
1693564958290,750,1769,1006,82
1693564958950,660,1105,321,82
1693564959720,770,597,2456,124
1693564960370,650,1050,723,62
1693564961240,870,519,1599,126
1693564961980,740,793,3148,174
1693564962610,630,875,463,96
1693564963180,570,215,793,100
1693564963980,800,748,2064,150
1693564965110,1130,1420,1547,86
1693564965650,540,1202,603,70
1693564966200,550,691,1159,32
1693564966740,540,802,2389,54
1693564967080,340,431,987,64
1693564967500,420,928,172,66
1693564967770,270,127,381,48
1693564968550,630,964,1290,232
1693564968870,320,75,384,12
1693564969820,950,2470,1696,106
1693564970500,680,523,1626,46
1693564970760,260,373,57,12
1693564971180,420,177,254,2
1693564971860,680,1077,1187,16
1693564973360,1250,1395,3199,28
1693564974130,770,1688,1495,16
1693564974920,790,741,3065,14
1693564976420,1500,2550,2325,16
1693564977130,710,437,1802,6
1693564978090,960,777,3766,46
1693564978980,890,3811,2525,42
1693564979850,870,813,2973,58
1693564980760,910,2407,3562,80
1693564981580,820,694,2790,74
1693564982440,860,3707,1486,210
1693564982920,480,679,922,34
1693564988040,790,1954,952,18
1693564988300,260,183,60,8
1693564988850,550,300,1321,2
1693564989410,560,259,876,4
1693564990310,900,1996,766,28
1693564990940,630,633,1560,8
1693564991620,680,353,2089,16
1693564992940,1320,5256,3957,24
1693564993690,750,1978,1205,8
1693564994520,830,2719,1348,20
1693564995310,790,211,1475,18
1693564996070,760,247,1920,20
1693564998020,1950,1620,9430,22
1693564998940,920,2509,1054,14
1693565000290,1350,1743,4464,38
1693565001200,910,1953,1083,36
1693565001860,660,1052,1141,36
1693565002560,700,475,2721,44
1693565003210,650,1116,1777,12
1693565004090,880,2637,2234,36
1693565004700,610,889,654,24
1693565005430,730,454,2267,48
1693565005920,490,605,1345,196
1693565006370,450,295,457,50
1693565007290,920,2036,1219,40
1693565007950,660,831,2389,36
1693565008590,640,448,1639,32
1693565009170,580,293,916,34
1693565009680,510,686,1374,18
1693565010110,430,363,431,28
1693565010940,830,1533,780,60
1693565011460,520,133,1043,18
1693565011980,520,345,1176,20
1693565013600,1620,2839,2416,24
1693565014270,670,157,706,4
1693565015850,1580,3825,1322,38
1693565016560,710,455,511,18
1693565017250,690,594,646,24
1693565017990,740,450,1305,22
1693565018780,790,433,2220,48
1693565019570,790,2175,2316,30
1693565020370,560,318,410,32
1693565020960,590,253,880,24
1693565021930,970,700,2578,18
1693565022760,830,1286,1339,12
1693565023840,1080,1645,2548,18
1693565025260,1420,1921,627,46
1693565026010,750,654,3729,124
1693565026530,520,777,609,32
1693565027350,820,1738,997,16
1693565027970,620,1142,600,16
1693565028640,670,513,2288,30
1693565029380,740,3265,550,22
1693565030150,770,743,1747,28
1693565030970,820,1687,1330,2
1693565031760,790,917,1493,6
1693565032530,770,314,1559,0
1693565033270,740,324,1377,6
1693565033980,710,552,1510,8
1693565034650,670,751,276,2
1693565034950,300,169,288,12
1693565035330,380,134,1067,30
1693565035860,530,1599,239,20
1693565036640,780,865,4155,56
1693565037360,720,817,1521,70
1693565038220,860,769,1997,58
1693565039150,930,2536,2386,68
1693565039900,750,1460,595,58
1693565040810,910,1492,985,60
1693565041610,800,491,3806,60
1693565042560,950,1917,1523,104
1693565043030,470,240,514,130
1693565043330,300,319,136,58
1693565044410,1080,1679,1775,122
1693565045100,690,1451,744,42
1693565045850,750,908,2265,70
1693565054110,740,1806,2397,198
1693565054760,650,2386,874,50
1693565055590,830,890,2566,32
1693565056280,690,598,2026,48
1693565056910,630,655,772,14
1693565057570,660,1000,1181,6
1693565058260,690,1046,1510,20
1693565059680,1420,2325,2420,10
1693565060420,740,466,1269,8
1693565061170,750,935,915,10
1693565061910,740,801,1554,34
1693565062610,700,976,379,48
1693565063260,650,336,2260,76
1693565063920,660,1882,1175,68
1693565064570,650,1123,2435,34
1693565065240,670,1741,1434,64
1693565065790,550,1434,224,38
1693565066410,620,404,2479,64
1693565067040,630,783,1624,62
1693565068290,1250,3041,2715,114
1693565068950,660,1389,1367,42
1693565069370,420,815,301,62
1693565070010,640,327,569,68
1693565070360,350,112,706,138
1693565070970,610,1204,816,216
1693565071610,640,140,1138,98
1693565072200,590,445,508,50
1693565072780,580,572,2047,68
1693565073410,630,330,408,100
1693565074040,630,1545,1230,118
1693565075110,1070,226,7606,128
1693565075720,610,8632,8450,90
1693565076360,640,5776,3570,214
1693565076780,420,2025,6178,74
1693565077420,640,4821,5823,138
1693565077750,330,112,996,66
1693565078650,900,1636,6615,128
1693565079290,640,1324,844,74
1693565079880,590,219,1490,86
1693565080610,730,4581,3789,182
1693565081240,630,1094,4331,164
1693565081610,370,1210,1884,378
1693565081930,320,478,1053,498
1693565082760,830,4596,8680,274
1693565083060,300,1905,948,300
1693565083570,510,5156,3962,656
1693565083960,390,2481,1306,278
1693565084570,610,2552,1293,108
1693565085280,710,4021,2867,136
1693565085950,670,6906,1861,116
1693565086630,680,2188,2137,76
1693565087390,760,4753,8661,140
1693565088150,760,6583,3992,122
1693565088830,680,645,5115,84
1693565089530,700,5933,1523,118
1693565090200,670,1080,4678,58
1693565090950,750,5704,4941,156
1693565091630,680,1296,2613,150
1693565092380,750,4075,4231,150
1693565092850,470,304,4173,68
1693565093710,860,4500,2074,144
1693565094190,480,2054,257,50
1693565095240,1050,11760,23400,116
1693565095940,700,7804,2807,262
1693565096480,540,657,1577,158
1693565097110,630,7755,6324,312
1693565097810,700,2029,906,360
1693565098510,700,3336,2923,66
1693565099060,550,970,10738,202
1693565099740,680,6910,4046,162
1693565100770,1030,3616,9903,114
1693565101970,1200,6424,1708,146
1693565102940,970,801,3458,136
1693565103620,680,572,6602,68
1693565104280,660,1825,5625,588
1693565104670,390,2751,540,238
1693565105200,530,2523,609,394
1693565105560,360,485,3363,236
1693565106180,620,7045,3217,678
1693565106870,690,11413,4239,770
1693565107470,600,3322,4467,528
1693565108140,670,2968,1155,142
1693565108750,610,2981,2320,206
1693565109380,630,2083,1900,132
1693565110030,650,721,2603,136
1693565110620,590,1633,420,98
1693565111280,660,604,2010,164
1693565111930,650,1638,1470,206
1693565112550,620,1818,979,150
1693565118290,550,338,2529,96
1693565118820,530,480,2200,94
1693565119350,530,1904,921,176
1693565119950,600,1912,1768,206
1693565120400,450,394,2704,142
1693565120980,580,2109,314,246
1693565121560,580,1045,404,220
1693565122080,520,70,499,100
1693565123220,570,50,91,72
1693565123610,390,112,456,128
1693565124230,620,639,882,122
1693565124830,600,999,662,80
1693565125510,680,973,2331,118
1693565126170,660,1739,1711,114
1693565126760,590,1315,958,118
1693565127460,700,1959,1549,166
1693565128200,740,2241,1978,104
1693565128990,790,846,3229,150
1693565129800,810,2122,549,172
1693565130350,550,734,608,242
1693565131430,580,1235,2852,800
1693565132120,500,266,1023,102
1693565132800,680,1218,4339,96
1693565133530,730,4851,1980,160
1693565134290,760,1617,2303,346
1693565134550,260,112,2246,394
1693565135370,820,12082,939,906
1693565136180,680,1452,3784,690
1693565136730,550,1920,400,460
1693565137130,400,1139,2181,340
1693565137430,300,252,2829,284
1693565137980,550,795,1507,302
1693565138420,440,77,439,68
1693565139300,880,1603,2197,92
1693565139860,560,1147,854,146
1693565140890,750,3392,1466,152
1693565141490,600,1515,3899,270
1693565141950,460,1685,1968,252
1693565142300,350,1203,281,68
1693565142900,600,331,232,66
1693565143520,620,1213,2527,84
1693565144320,800,1366,2568,228
1693565145030,710,2403,499,112
1693565145520,490,359,309,116
1693565146200,680,969,1728,178
1693565147040,840,3268,1813,142
1693565147870,830,3312,2225,202
1693565148500,630,999,1903,98
1693565149050,550,460,3064,200
1693565149680,630,217,772,154
1693565150510,830,1446,2442,222
1693565151150,640,572,1869,116
1693565151790,640,798,1539,78
1693565152480,690,2414,1332,78
1693565153140,660,1615,340,108
1693565153760,620,145,2185,78
1693565154500,740,2904,2305,108
1693565155130,630,1289,714,132
1693565155740,610,111,487,70
1693565156380,640,1243,1653,130
1693565157220,840,519,2376,230
1693565157870,650,214,2544,220
1693565158520,650,348,9365,386
1693565159400,880,3616,32303,878
1693565160050,650,3554,5772,242
1693565160700,650,1952,709,138
1693565161630,930,1964,4282,242
1693565162300,670,1395,1674,202
1693565163210,910,3439,2919,300
1693565163880,670,1119,834,190
1693565164350,470,522,1001,140
1693565164850,500,847,2232,174
1693565165590,490,2382,167,196
1693565166420,830,1747,5114,154
1693565167040,620,1519,1640,174
1693565167750,710,1609,7127,180
1693565168410,660,4987,672,152
1693565169210,800,2196,2723,198
1693565169830,620,1262,2122,150
1693565170760,930,1534,4240,360
1693565171020,260,1435,514,198
1693565171520,500,123,5261,308
1693565171870,350,2308,86,50
1693565172340,470,622,741,66
1693565173060,720,2672,886,114
1693565173550,490,435,1403,144
1693565174400,850,1875,334,254
1693565174700,300,531,59,102
1693565175270,570,634,822,130
1693565175590,320,131,993,68
1693565176240,650,2005,888,120
1693565176820,580,2268,490,126
1693565182080,640,2583,1176,122
1693565182720,450,449,1402,162
1693565183380,660,1542,407,196
1693565184040,660,1481,523,186
1693565184410,370,349,1041,120
1693565184830,420,107,2471,286
1693565185480,650,2845,1021,214
1693565186240,760,205,2320,206
1693565186670,430,1449,237,96
1693565186990,320,456,1209,300
1693565187590,600,6806,541,238
1693565187850,260,724,682,100
1693565188280,430,1944,5289,352
1693565188760,480,5559,599,206
1693565189570,810,5758,5094,324
1693565189830,260,2127,204,138
1693565190180,350,2047,784,208
1693565190760,580,1425,5741,264
1693565191630,870,6851,4855,262
1693565192270,640,1452,2901,280
1693565192660,390,646,1824,112
1693565193070,410,1229,2188,196
1693565193540,470,1036,1147,202
1693565193900,360,243,2218,118
1693565194520,620,3645,994,186
1693565195100,580,3829,1139,262
1693565195890,790,652,2247,244
1693565196740,650,1251,928,152
1693565197260,520,1154,849,108
1693565197880,620,2069,2173,366
1693565198620,740,3859,7104,766
1693565199020,400,2400,521,334
1693565199450,430,867,1416,274
1693565199750,300,550,1138,212
1693565200520,770,3382,3951,442
1693565201280,760,1521,3291,204
1693565201570,290,250,410,140
1693565202450,680,3399,5028,196
1693565203250,800,4122,544,472
1693565203650,400,2292,304,122
1693565204470,450,2112,2359,232
1693565204790,320,907,619,134
1693565205290,500,1759,5507,302
1693565205790,500,7508,1102,286
1693565206080,290,838,160,140
1693565206740,660,632,712,108
1693565207540,800,669,7062,164
1693565208370,830,6652,1875,244
1693565209260,890,3248,4494,190
1693565210050,790,2751,7203,354
1693565210440,390,4485,536,110
1693565210760,320,991,1018,196
1693565211440,680,3897,8437,386
1693565211970,530,4859,1342,428
1693565212670,700,2097,1284,706
1693565213070,400,627,1742,120
1693565213720,650,1521,7233,226
1693565214400,680,3526,1495,394
1693565214910,510,379,3082,222
1693565215790,880,5758,11186,258
1693565216180,390,2250,674,238
1693565217610,910,17216,7009,556
1693565218630,1020,14522,10087,422
1693565219340,710,2153,5233,114
1693565219850,510,380,1788,86
1693565220230,380,2502,2137,210
1693565220940,710,1671,2092,288
1693565221340,400,702,1075,34
1693565222140,800,2584,2984,314
1693565222770,630,1990,1749,72
1693565223400,630,1315,791,78
1693565223870,470,580,1016,88
1693565224360,490,873,1612,116
1693565225080,720,1064,1935,160
1693565225800,720,1489,365,174
1693565226210,410,72,714,56
1693565226770,560,1417,214,58
1693565227120,350,420,316,52
1693565227850,730,700,5028,90
1693565228460,610,1014,1163,72
1693565229250,790,3193,1362,92
1693565229970,720,873,817,94
1693565230810,840,906,1872,70
1693565231630,820,5120,1287,82
1693565232390,760,1877,7125,82
1693565233070,680,4531,1624,44
1693565233680,610,360,4489,44
1693565234380,700,2733,2398,266
1693565235220,840,3267,14314,186
1693565235830,610,7548,5083,66
1693565236740,910,22466,7206,78
1693565238230,1490,4615,1657,30
1693565239700,1470,3400,21910,8
1693565240490,790,6734,3256,78
1693565246900,700,4970,4369,6
1693565247570,670,6940,273,0
1693565248330,760,2331,4816,12
1693565249100,770,349,3428,6
1693565250040,940,5025,5796,30
1693565250450,410,1581,117,12
1693565250890,440,178,454,22
1693565251750,860,888,5371,62
1693565252630,880,4602,657,72
1693565252920,290,196,143,22
1693565253430,510,73,1191,28
1693565254250,820,2013,1850,18
1693565255720,1470,2660,4774,58
1693565256430,710,531,1099,2
1693565257460,1030,6158,5889,62
1693565259250,1790,8904,15153,90
1693565260690,1440,12656,7107,8
1693565261280,590,2812,280,6
1693565262100,820,1391,5061,8
1693565262950,850,1609,4970,0
1693565263770,820,3891,2184,0
1693565264560,790,3463,1453,8
1693565265330,770,321,2253,4
1693565266100,770,2284,642,0
1693565266900,800,694,3198,0
1693565267530,630,1098,2772,0
1693565268690,1160,4653,2045,0
1693565269530,840,1341,924,0
1693565270420,890,2118,4213,0
1693565274350,1540,24268,5242,60
1693565275080,730,2080,528,16
1693565275950,870,3196,5445,4
1693565276710,760,2194,1227,24
1693565277120,410,354,429,4
1693565278450,1330,4477,3507,40
1693565278970,520,102,5004,18
1693565280340,1370,28807,9010,20
1693565281810,1470,26262,1626,48
1693565282750,940,2130,7249,38
1693565283620,870,6037,1012,2
1693565284480,860,2361,2282,2
1693565285280,800,291,2248,2
1693565286000,720,1827,436,2
1693565286740,740,2196,2596,4
1693565287060,320,383,1217,14
1693565288230,1170,2702,4534,46
1693565288960,730,2122,936,38
1693565290290,1330,625,6958,10
1693565291410,1120,2616,11990,104
1693565292830,1420,6303,2354,28
1693565293610,780,739,4498,10
1693565295340,1730,9282,2497,46
1693565296190,850,2218,1227,36
1693565296810,620,646,1788,2
1693565297890,1080,8749,1258,32
1693565298190,300,129,1558,2
1693565298900,710,3844,1398,30
1693565300080,1180,10300,10721,18
1693565301380,1300,13447,3028,42
1693565301770,390,968,2596,14
1693565303090,1320,4284,5982,84
1693565304360,1270,7497,4025,20
1693565304730,370,1524,180,18
1693565305130,400,371,216,40
1693565310350,300,711,194,26
1693565310800,450,295,975,18
1693565311620,820,862,5401,42
1693565312530,910,2655,3450,44
1693565313180,650,1009,1252,34
1693565313880,700,807,8041,40
1693565314610,730,7054,719,98
1693565315080,470,469,1345,26
1693565315810,730,1345,2075,76
1693565316530,500,1062,1417,16
1693565317420,890,1768,2391,2
1693565319240,1820,1711,2860,36
1693565320800,1560,2524,5808,78
1693565322600,1800,3202,15708,112
1693565324230,1630,11749,3616,144
1693565324950,720,685,1425,54
1693565326160,1210,1247,2355,110
1693565326880,720,2494,3168,64
1693565327320,440,1212,1359,162
1693565328050,730,7613,2425,312
1693565328770,720,2803,2301,160
1693565329370,600,1659,3552,236
1693565330100,730,3302,5500,98
1693565330810,710,1230,2581,72
1693565331630,820,598,3373,76
1693565332300,670,4536,475,78
1693565332770,470,782,2373,92
1693565333490,720,1579,4261,334
1693565334090,600,4974,1519,140
1693565334660,570,2419,319,116
1693565334970,310,333,400,124
1693565335970,700,1704,734,360
1693565336670,700,1456,3288,228
1693565337370,700,513,5008,210
1693565338050,680,1825,3336,316
1693565338730,680,389,447,264
1693565339790,670,706,307,172
1693565340350,560,525,1855,234
1693565340750,400,1285,864,348
1693565341730,980,9552,1408,304
1693565342260,530,799,2538,80
1693565342740,480,1069,1515,128
1693565343650,910,1332,1501,174
1693565344190,310,101,921,34
1693565344480,290,842,91,86
1693565344740,260,447,310,64
1693565345380,640,784,1924,314
1693565345740,360,534,187,70
1693565346590,850,4114,341,332
1693565347320,730,1266,2158,148
1693565347730,410,375,627,80
1693565348330,600,1359,292,106
1693565348670,340,276,970,108
1693565349320,650,621,1897,90
1693565349610,290,537,145,42
1693565350570,960,948,690,84
1693565351140,570,1974,1431,86
1693565351890,750,2466,1260,124
1693565352480,590,1416,920,130
1693565353270,790,1060,3300,108
1693565353890,620,1474,541,80
1693565354840,950,436,2526,110
1693565355460,620,1415,1891,124
1693565355950,490,137,972,78
1693565356610,660,443,2546,122
1693565357220,610,1806,891,78
1693565357540,320,899,305,58
1693565358150,610,93,817,122
1693565358590,440,306,1452,88
1693565359190,600,879,2199,66
1693565359610,420,180,2512,176
1693565360020,410,315,1069,148
1693565360850,830,7169,2330,174
1693565361280,430,2271,505,120
1693565362000,520,1245,675,148
1693565362600,600,362,691,140
1693565362940,340,313,839,90
1693565363540,600,823,416,124
1693565364430,890,1528,4496,258
1693565364930,500,1303,756,56
1693565365760,830,3423,1513,100
1693565366490,730,2382,2455,178
1693565367290,800,1303,6475,122
1693565374970,720,3444,1753,184
1693565375650,680,1525,1378,72
1693565376380,730,1530,967,74
1693565376930,550,879,3023,74
1693565377610,680,4162,304,130
1693565378230,620,1112,2991,112
1693565378640,410,1612,4125,96
1693565381240,580,2839,695,2
1693565381740,500,1867,2143,12
1693565382730,990,4555,3027,50
1693565383450,720,652,3444,26
1693565384300,850,2661,2875,46
1693565385140,840,2748,5727,68
1693565386010,870,6658,2628,34
1693565386510,500,1232,1032,40
1693565387630,1120,2591,5104,76
1693565389020,1390,8624,5962,140
1693565389670,650,2262,687,34
1693565390540,870,1809,3952,28
1693565392100,1560,12883,5876,110
1693565393390,1290,8464,2622,104
1693565394040,650,1405,2548,16
1693565394990,950,2368,8137,30
1693565395460,470,3031,613,22
1693565396330,870,3223,11407,98
1693565397130,800,7245,1777,10
1693565398460,1330,865,10146,44
1693565399210,750,1561,5175,6
1693565400010,800,688,4318,164
1693565400380,370,538,1511,60
1693565401860,1480,10667,1930,66
1693565402900,1040,2017,603,0
1693565406570,1630,12120,28273,58
1693565407320,750,2544,19705,142
1693565407940,620,7309,5524,236
1693565408660,720,5519,3663,142
1693565409460,800,5676,10624,72
1693565410420,960,3300,11375,134
1693565411170,750,6975,6293,44
1693565412140,970,3237,15298,252
1693565412890,750,7376,4164,148
1693565413770,880,682,5508,130
1693565414540,770,4096,5158,170
1693565415290,750,3241,1566,124
1693565416080,790,1829,2848,66
1693565416640,560,2102,783,94
1693565417130,490,1495,1429,102
1693565418000,870,2287,1565,112
1693565419020,1020,4101,2362,116
1693565419290,270,70,600,130
1693565419770,480,1342,854,112
1693565420530,760,850,1458,158
1693565421280,750,484,1963,156
1693565422010,490,104,1627,82
1693565422830,820,983,2569,152
1693565423300,470,1413,355,62
1693565424370,880,880,3342,168
1693565425030,470,915,529,98
1693565425880,850,394,3652,144
1693565426770,890,5268,543,328
1693565427170,400,926,2581,132
1693565427630,460,1858,397,280
1693565427980,350,242,463,74
1693565428690,710,637,1228,104
1693565429410,720,607,3513,160
1693565430070,660,1759,1105,328
1693565430540,470,699,255,82
1693565430880,340,109,850,70
1693565431570,690,775,161,128
1693565432410,840,335,1948,140
1693565433110,700,614,715,106
1693565433630,520,1605,1363,98
1693565439920,340,1204,268,44
1693565440180,260,129,415,28
1693565440940,760,1751,1836,96
1693565441870,930,3461,2871,170
1693565442710,840,3784,81,212
1693565443460,750,1742,1375,114
1693565443940,480,562,675,78
1693565444480,540,97,925,94
1693565445470,990,3399,1065,146
1693565446000,530,924,918,110
1693565446270,270,328,355,50
1693565446590,320,519,60,64
1693565447070,480,132,1142,98
1693565448380,1060,1258,1165,168
1693565449230,850,1041,3766,214
1693565449970,740,2189,1003,144
1693565450730,760,917,754,60
1693565451180,280,111,178,28
1693565451470,290,201,453,30
1693565452320,850,851,1930,60
1693565453000,490,509,215,28
1693565453800,800,426,2178,48
1693565454740,940,478,8008,14
1693565455330,590,1797,445,22
1693565455780,450,655,181,14
1693565456080,300,361,585,2
1693565457020,470,353,244,4
1693565457790,770,1853,1521,8
1693565458150,360,806,636,2
1693565458570,420,189,661,0
1693565458850,280,425,97,0
1693565459300,450,126,466,6
1693565460030,730,1660,1638,10
1693565460780,750,915,1760,0
1693565461570,790,1647,1339,0
1693565462270,700,1803,1399,0
1693565462600,330,489,360,0
1693565463100,500,268,341,0
1693565463890,790,395,2946,0
1693565466640,670,473,1326,0
1693565467340,700,523,1538,0
1693565468010,670,472,1336,0
1693565468680,670,414,1359,0
1693565469370,690,303,1733,0
1693565470060,690,502,1233,0
1693565470570,510,170,151,0
1693565471420,850,496,2444,2
1693565472090,670,1762,316,0
1693565473570,1480,590,11908,0
1693565474590,1020,13149,2315,84
1693565474890,300,847,877,28
1693565475290,400,1281,3385,14
1693565476000,710,1894,1321,104
1693565476680,680,3136,5029,54
1693565477410,730,6924,1818,86
1693565478270,860,3964,5816,96
1693565478940,670,5300,406,102
1693565479470,530,3256,3691,64
1693565480000,530,2961,486,82
1693565480530,530,534,3472,46
1693565481300,770,2685,1279,2
1693565482280,980,1324,2460,0
1693565483020,740,2356,1278,0
1693565483810,790,1414,1956,0
1693565484610,800,2023,1527,0
1693565485410,800,2253,793,0
1693565486490,1080,1526,4770,0
1693565487050,560,1620,1170,34
1693565487830,780,4387,4170,40
1693565488930,1100,23406,27571,204
1693565489630,700,16062,1570,56
1693565491230,1600,12942,10935,16
1693565491910,680,2575,2004,0
1693565492770,860,1461,2066,2
1693565494030,1260,3816,7827,32
1693565494510,480,1263,819,46
1693565495030,520,736,960,56
1693565498900,1580,29580,6950,32
1693565505640,800,6087,2322,14
1693565506380,740,1835,1059,12
1693565507130,750,2845,3654,20
1693565507840,710,3579,1966,20
1693565509340,1500,12395,6880,38
1693565510480,1140,13324,1840,96
1693565511300,820,939,10561,218
1693565512220,920,8758,1371,112
1693565513440,1220,6351,3409,452
1693565514110,670,5566,1418,134
1693565514880,770,394,2691,114
1693565515370,490,189,2327,176
1693565515790,420,2006,210,112
1693565516920,1130,822,11712,258
1693565517270,350,2115,112,42
1693565518030,760,1231,3405,604
1693565518760,730,903,711,306
1693565519290,530,92,2005,72
1693565520020,730,2333,934,92
1693565520750,730,1761,2451,96
1693565521240,490,514,472,96
1693565521970,730,3125,322,86
1693565522710,740,676,2194,94
1693565523470,760,2373,1059,112
