timestamp,reportType,mbbBefore,createTime,bm,uploadTime,rrInterval,mbbAfter,showtimestamp
1695867180500,1.0,1161.0,2023-09-28 10:29:38,12.0,2023-09-28 10:29:36,560.0,1933.0,2023-09-28 10:13:00
1695867181050,1.0,1197.0,2023-09-28 10:29:38,14.0,2023-09-28 10:29:36,550.0,1719.0,2023-09-28 10:13:01
1695867181600,1.0,1164.0,2023-09-28 10:29:38,2.0,2023-09-28 10:29:36,550.0,1901.0,2023-09-28 10:13:01
1695867182150,1.0,1046.0,2023-09-28 10:29:38,6.0,2023-09-28 10:29:36,550.0,1649.0,2023-09-28 10:13:02
1695867182710,1.0,1076.0,2023-09-28 10:29:38,14.0,2023-09-28 10:29:36,560.0,1649.0,2023-09-28 10:13:02
1695867183280,1.0,1003.0,2023-09-28 10:29:38,4.0,2023-09-28 10:29:36,570.0,1431.0,2023-09-28 10:13:03
1695867183870,1.0,953.0,2023-09-28 10:29:38,8.0,2023-09-28 10:29:36,590.0,1698.0,2023-09-28 10:13:03
1695867184450,1.0,757.0,2023-09-28 10:29:38,10.0,2023-09-28 10:29:36,580.0,1475.0,2023-09-28 10:13:04
1695867185050,1.0,1071.0,2023-09-28 10:29:38,8.0,2023-09-28 10:29:36,600.0,1479.0,2023-09-28 10:13:05
1695867185590,1.0,409.0,2023-09-28 10:29:38,8.0,2023-09-28 10:29:36,540.0,528.0,2023-09-28 10:13:05
1695867186190,1.0,690.0,2023-09-28 10:29:38,10.0,2023-09-28 10:29:36,600.0,1435.0,2023-09-28 10:13:06
1695867186760,1.0,683.0,2023-09-28 10:29:38,8.0,2023-09-28 10:29:36,570.0,1555.0,2023-09-28 10:13:06
1695867187330,1.0,755.0,2023-09-28 10:29:38,8.0,2023-09-28 10:29:36,570.0,1239.0,2023-09-28 10:13:07
1695867187910,1.0,909.0,2023-09-28 10:29:38,4.0,2023-09-28 10:29:36,580.0,1906.0,2023-09-28 10:13:07
1695867188490,1.0,992.0,2023-09-28 10:29:38,0.0,2023-09-28 10:29:36,580.0,2066.0,2023-09-28 10:13:08
1695867189070,1.0,903.0,2023-09-28 10:29:38,12.0,2023-09-28 10:29:36,580.0,1892.0,2023-09-28 10:13:09
1695867189650,1.0,1103.0,2023-09-28 10:29:38,12.0,2023-09-28 10:29:36,580.0,1293.0,2023-09-28 10:13:09
1695867190210,1.0,836.0,2023-09-28 10:29:38,18.0,2023-09-28 10:29:36,560.0,2420.0,2023-09-28 10:13:10
1695867190790,1.0,1291.0,2023-09-28 10:29:38,4.0,2023-09-28 10:29:37,580.0,1640.0,2023-09-28 10:13:10
1695867191350,1.0,833.0,2023-09-28 10:29:38,4.0,2023-09-28 10:29:37,560.0,851.0,2023-09-28 10:13:11
1695867191920,1.0,745.0,2023-09-28 10:29:38,20.0,2023-09-28 10:29:37,570.0,4654.0,2023-09-28 10:13:11
1695867193190,1.0,17216.0,2023-09-28 10:29:38,92.0,2023-09-28 10:29:37,1270.0,1394.0,2023-09-28 10:13:13
1695867193710,1.0,3423.0,2023-09-28 10:29:38,68.0,2023-09-28 10:29:37,520.0,9792.0,2023-09-28 10:13:13
1695867194780,1.0,10980.0,2023-09-28 10:29:38,20.0,2023-09-28 10:29:37,1070.0,6010.0,2023-09-28 10:13:14
1695867195420,1.0,918.0,2023-09-28 10:29:38,12.0,2023-09-28 10:29:37,640.0,2198.0,2023-09-28 10:13:15
1695867196020,1.0,3753.0,2023-09-28 10:29:38,8.0,2023-09-28 10:29:37,600.0,1558.0,2023-09-28 10:13:16
1695867196560,1.0,587.0,2023-09-28 10:29:38,2.0,2023-09-28 10:29:37,540.0,2121.0,2023-09-28 10:13:16
1695867197150,1.0,850.0,2023-09-28 10:29:38,8.0,2023-09-28 10:29:37,590.0,1199.0,2023-09-28 10:13:17
1695867197730,1.0,863.0,2023-09-28 10:29:38,6.0,2023-09-28 10:29:37,580.0,1569.0,2023-09-28 10:13:17
1695867198300,1.0,732.0,2023-09-28 10:29:38,8.0,2023-09-28 10:29:37,570.0,1067.0,2023-09-28 10:13:18
1695867198880,1.0,828.0,2023-09-28 10:29:38,12.0,2023-09-28 10:29:37,580.0,1316.0,2023-09-28 10:13:18
1695867199460,1.0,809.0,2023-09-28 10:29:38,8.0,2023-09-28 10:29:37,580.0,1833.0,2023-09-28 10:13:19
1695867200030,1.0,549.0,2023-09-28 10:29:38,16.0,2023-09-28 10:29:37,570.0,423.0,2023-09-28 10:13:20
1695867200630,1.0,1430.0,2023-09-28 10:29:38,6.0,2023-09-28 10:29:37,600.0,1523.0,2023-09-28 10:13:20
