timestamp,bm,createTime,mbbAfter,mbbBefore,reportType,rrInterval,uploadTime,showtimestamp
1694577600770,20.0,2023-09-13 12:17:04,804.0,656.0,1.0,1140.0,2023-09-13 12:17:03,2023-09-13 12:00:00
1694577601560,98.0,2023-09-13 12:17:04,32501.0,547.0,1.0,790.0,2023-09-13 12:17:03,2023-09-13 12:00:01
1694577602830,98.0,2023-09-13 12:17:04,26307.0,110820.0,1.0,1270.0,2023-09-13 12:17:03,2023-09-13 12:00:02
1694577604010,10.0,2023-09-13 12:17:04,9979.0,25621.0,1.0,1180.0,2023-09-13 12:17:03,2023-09-13 12:00:04
1694577605340,12.0,2023-09-13 12:17:04,2100.0,691.0,1.0,1330.0,2023-09-13 12:17:03,2023-09-13 12:00:05
1694577606170,6.0,2023-09-13 12:17:04,2409.0,1066.0,1.0,830.0,2023-09-13 12:17:03,2023-09-13 12:00:06
1694577607090,6.0,2023-09-13 12:17:04,2525.0,1025.0,1.0,920.0,2023-09-13 12:17:03,2023-09-13 12:00:07
1694577608290,86.0,2023-09-13 12:17:04,3888.0,3526.0,1.0,1200.0,2023-09-13 12:17:03,2023-09-13 12:00:08
1694577608970,44.0,2023-09-13 12:17:04,2676.0,2535.0,1.0,680.0,2023-09-13 12:17:03,2023-09-13 12:00:08
1694577609890,66.0,2023-09-13 12:17:04,3544.0,1797.0,1.0,920.0,2023-09-13 12:17:03,2023-09-13 12:00:09
1694577610720,30.0,2023-09-13 12:17:04,923.0,725.0,1.0,830.0,2023-09-13 12:17:03,2023-09-13 12:00:10
1694577611510,18.0,2023-09-13 12:17:04,2558.0,1534.0,1.0,790.0,2023-09-13 12:17:03,2023-09-13 12:00:11
1694577612350,16.0,2023-09-13 12:17:04,2286.0,604.0,1.0,840.0,2023-09-13 12:17:03,2023-09-13 12:00:12
1694577613480,30.0,2023-09-13 12:17:04,1168.0,1627.0,1.0,1130.0,2023-09-13 12:17:03,2023-09-13 12:00:13
1694577614910,2.0,2023-09-13 12:17:04,3563.0,11430.0,1.0,1430.0,2023-09-13 12:17:03,2023-09-13 12:00:14
1694577615720,32.0,2023-09-13 12:17:04,390.0,1309.0,1.0,810.0,2023-09-13 12:17:03,2023-09-13 12:00:15
1694577616570,6.0,2023-09-13 12:17:04,3285.0,2731.0,1.0,850.0,2023-09-13 12:17:03,2023-09-13 12:00:16
1694577618310,28.0,2023-09-13 12:17:04,1108.0,6597.0,1.0,1740.0,2023-09-13 12:17:03,2023-09-13 12:00:18
