timestamp,bm,createTime,mbbAfter,mbbBefore,reportType,rrInterval,uploadTime,showtimestamp
1691053560440,14.0,2023-08-03 17:17:56,1505.0,1103.0,1.0,460.0,2023-08-03 17:17:56,2023-08-03 17:06:00
1691053561310,96.0,2023-08-03 17:17:56,8548.0,4288.0,1.0,870.0,2023-08-03 17:17:56,2023-08-03 17:06:01
1691053562930,36.0,2023-08-03 17:17:56,2861.0,14183.0,1.0,1620.0,2023-08-03 17:17:56,2023-08-03 17:06:02
1691053564130,16.0,2023-08-03 17:17:56,2950.0,1476.0,1.0,1200.0,2023-08-03 17:17:56,2023-08-03 17:06:04
1691053565450,6.0,2023-08-03 17:17:56,2686.0,14113.0,1.0,1320.0,2023-08-03 17:17:56,2023-08-03 17:06:05
1691053566430,6.0,2023-08-03 17:17:56,854.0,936.0,1.0,980.0,2023-08-03 17:17:56,2023-08-03 17:06:06
1691053567240,2.0,2023-08-03 17:17:56,979.0,746.0,1.0,810.0,2023-08-03 17:17:56,2023-08-03 17:06:07
1691053568570,32.0,2023-08-03 17:17:56,2036.0,2885.0,1.0,1330.0,2023-08-03 17:17:56,2023-08-03 17:06:08
1691053569330,2.0,2023-08-03 17:17:56,379.0,793.0,1.0,760.0,2023-08-03 17:17:56,2023-08-03 17:06:09
1691053569890,12.0,2023-08-03 17:17:56,890.0,659.0,1.0,560.0,2023-08-03 17:17:56,2023-08-03 17:06:09
1691053570640,50.0,2023-08-03 17:17:56,3250.0,1662.0,1.0,750.0,2023-08-03 17:17:56,2023-08-03 17:06:10
1691053571370,294.0,2023-08-03 17:17:56,11532.0,1908.0,1.0,730.0,2023-08-03 17:17:56,2023-08-03 17:06:11
1691053572540,58.0,2023-08-03 17:17:56,10048.0,19203.0,1.0,1170.0,2023-08-03 17:17:56,2023-08-03 17:06:12
1691053573820,234.0,2023-08-03 17:17:56,1238.0,9243.0,1.0,1280.0,2023-08-03 17:17:56,2023-08-03 17:06:13
1691053574190,426.0,2023-08-03 17:17:56,1085.0,1540.0,1.0,370.0,2023-08-03 17:17:56,2023-08-03 17:06:14
1691053574870,70.0,2023-08-03 17:17:56,2433.0,5309.0,1.0,680.0,2023-08-03 17:17:56,2023-08-03 17:06:14
1691053575960,26.0,2023-08-03 17:17:56,2255.0,2415.0,1.0,1090.0,2023-08-03 17:17:56,2023-08-03 17:06:15
1691053576740,28.0,2023-08-03 17:17:56,1528.0,5001.0,1.0,780.0,2023-08-03 17:17:56,2023-08-03 17:06:16
1691053577550,4.0,2023-08-03 17:17:56,1665.0,1106.0,1.0,810.0,2023-08-03 17:17:56,2023-08-03 17:06:17
1691053578390,12.0,2023-08-03 17:17:56,1630.0,327.0,1.0,840.0,2023-08-03 17:17:56,2023-08-03 17:06:18
1691053579280,12.0,2023-08-03 17:17:56,699.0,596.0,1.0,890.0,2023-08-03 17:17:56,2023-08-03 17:06:19
1691053580220,14.0,2023-08-03 17:17:56,1605.0,1267.0,1.0,940.0,2023-08-03 17:17:56,2023-08-03 17:06:20
1691053581130,30.0,2023-08-03 17:17:56,2280.0,744.0,1.0,910.0,2023-08-03 17:17:56,2023-08-03 17:06:21
1691053582630,50.0,2023-08-03 17:17:56,1510.0,1469.0,1.0,1500.0,2023-08-03 17:17:56,2023-08-03 17:06:22
1691053583500,184.0,2023-08-03 17:17:56,4488.0,866.0,1.0,870.0,2023-08-03 17:17:56,2023-08-03 17:06:23
1691053584280,10.0,2023-08-03 17:17:56,16478.0,20155.0,1.0,780.0,2023-08-03 17:17:56,2023-08-03 17:06:24
1691053586490,10.0,2023-08-03 17:17:56,3208.0,8533.0,1.0,2210.0,2023-08-03 17:17:56,2023-08-03 17:06:26
