timestamp,reportType,mbbBefore,createTime,bm,uploadTime,rrInterval,mbbAfter,showtimestamp
1697245800280,1.0,2725.0,2023-10-14 09:24:07,10.0,2023-10-14 09:24:07,670.0,2696.0,2023-10-14 09:10:00
1697245801060,1.0,2377.0,2023-10-14 09:24:07,8.0,2023-10-14 09:24:07,780.0,16352.0,2023-10-14 09:10:01
1697245802950,1.0,28131.0,2023-10-14 09:24:07,6.0,2023-10-14 09:24:07,1890.0,3221.0,2023-10-14 09:10:02
1697245803590,1.0,731.0,2023-10-14 09:24:07,10.0,2023-10-14 09:24:07,640.0,2501.0,2023-10-14 09:10:03
1697245804260,1.0,1125.0,2023-10-14 09:24:07,10.0,2023-10-14 09:24:07,670.0,2548.0,2023-10-14 09:10:04
1697245804890,1.0,1073.0,2023-10-14 09:24:07,12.0,2023-10-14 09:24:07,630.0,2100.0,2023-10-14 09:10:04
1697245805550,1.0,1401.0,2023-10-14 09:24:07,6.0,2023-10-14 09:24:07,660.0,1909.0,2023-10-14 09:10:05
1697245806230,1.0,1338.0,2023-10-14 09:24:07,10.0,2023-10-14 09:24:07,680.0,2195.0,2023-10-14 09:10:06
1697245806940,1.0,1163.0,2023-10-14 09:24:07,12.0,2023-10-14 09:24:07,710.0,2413.0,2023-10-14 09:10:06
1697245807680,1.0,1297.0,2023-10-14 09:24:07,6.0,2023-10-14 09:24:07,740.0,2069.0,2023-10-14 09:10:07
1697245809030,1.0,4308.0,2023-10-14 09:24:07,10.0,2023-10-14 09:24:07,1350.0,1863.0,2023-10-14 09:10:09
1697245813140,1.0,8367.0,2023-10-14 09:24:07,264.0,2023-10-14 09:24:07,1390.0,19258.0,2023-10-14 09:10:13
1697245813450,1.0,50219.0,2023-10-14 09:24:07,202.0,2023-10-14 09:24:07,310.0,31068.0,2023-10-14 09:10:13
1697245813770,1.0,14346.0,2023-10-14 09:24:07,348.0,2023-10-14 09:24:07,320.0,45592.0,2023-10-14 09:10:13
1697245814180,1.0,7706.0,2023-10-14 09:24:07,572.0,2023-10-14 09:24:07,410.0,25171.0,2023-10-14 09:10:14
1697245815770,1.0,235908.0,2023-10-14 09:24:07,34.0,2023-10-14 09:24:07,1590.0,45110.0,2023-10-14 09:10:15
1697245817350,1.0,25906.0,2023-10-14 09:24:07,44.0,2023-10-14 09:24:07,1580.0,4917.0,2023-10-14 09:10:17
1697245818080,1.0,3247.0,2023-10-14 09:24:07,46.0,2023-10-14 09:24:07,730.0,11856.0,2023-10-14 09:10:18
1697245820030,1.0,10376.0,2023-10-14 09:24:07,70.0,2023-10-14 09:24:07,1950.0,7625.0,2023-10-14 09:10:20
1697245821340,1.0,13565.0,2023-10-14 09:24:07,90.0,2023-10-14 09:24:07,1310.0,9028.0,2023-10-14 09:10:21
1697245823080,1.0,14551.0,2023-10-14 09:24:07,94.0,2023-10-14 09:24:07,1740.0,1695.0,2023-10-14 09:10:23
1697245823640,1.0,898.0,2023-10-14 09:24:07,46.0,2023-10-14 09:24:07,560.0,1887.0,2023-10-14 09:10:23
1697245824310,1.0,2388.0,2023-10-14 09:24:07,84.0,2023-10-14 09:24:07,670.0,4942.0,2023-10-14 09:10:24
1697245826200,1.0,19857.0,2023-10-14 09:24:07,32.0,2023-10-14 09:24:07,1890.0,4578.0,2023-10-14 09:10:26
1697245826670,1.0,2264.0,2023-10-14 09:24:07,12.0,2023-10-14 09:24:07,470.0,236329.0,2023-10-14 09:10:26
1697245827950,1.0,81174.0,2023-10-14 09:24:07,22.0,2023-10-14 09:24:07,1280.0,45602.0,2023-10-14 09:10:27
1697245828720,1.0,10314.0,2023-10-14 09:24:07,18.0,2023-10-14 09:24:07,770.0,1626.0,2023-10-14 09:10:28
1697245829010,1.0,406.0,2023-10-14 09:24:07,20.0,2023-10-14 09:24:07,290.0,2742.0,2023-10-14 09:10:29
1697245829630,1.0,9339.0,2023-10-14 09:24:07,28.0,2023-10-14 09:24:07,620.0,1616.0,2023-10-14 09:10:29
