timestamp,reportType,mbbBefore,createTime,bm,uploadTime,rrInterval,mbbAfter,showtimestamp
1695781680560,1.0,836.0,2023-09-27 10:48:47,4.0,2023-09-27 10:48:48,890.0,1864.0,2023-09-27 10:28:00
1695781681420,1.0,949.0,2023-09-27 10:48:47,6.0,2023-09-27 10:48:48,860.0,1768.0,2023-09-27 10:28:01
1695781682310,1.0,1203.0,2023-09-27 10:48:47,8.0,2023-09-27 10:48:48,890.0,1710.0,2023-09-27 10:28:02
1695781683280,1.0,1247.0,2023-09-27 10:48:47,2.0,2023-09-27 10:48:48,970.0,1869.0,2023-09-27 10:28:03
1695781684340,1.0,2140.0,2023-09-27 10:48:47,76.0,2023-09-27 10:48:48,1060.0,4344.0,2023-09-27 10:28:04
1695781685290,1.0,2776.0,2023-09-27 10:48:47,18.0,2023-09-27 10:48:48,950.0,2211.0,2023-09-27 10:28:05
1695781686060,1.0,821.0,2023-09-27 10:48:47,40.0,2023-09-27 10:48:48,770.0,979.0,2023-09-27 10:28:06
1695781686800,1.0,411.0,2023-09-27 10:48:47,18.0,2023-09-27 10:48:48,740.0,2236.0,2023-09-27 10:28:06
1695781687600,1.0,829.0,2023-09-27 10:48:47,4.0,2023-09-27 10:48:48,800.0,976.0,2023-09-27 10:28:07
1695781688430,1.0,935.0,2023-09-27 10:48:47,10.0,2023-09-27 10:48:48,830.0,1401.0,2023-09-27 10:28:08
1695781689430,1.0,1368.0,2023-09-27 10:48:47,22.0,2023-09-27 10:48:48,1000.0,1451.0,2023-09-27 10:28:09
1695781690450,1.0,583.0,2023-09-27 10:48:47,10.0,2023-09-27 10:48:48,1020.0,864.0,2023-09-27 10:28:10
1695781691430,1.0,874.0,2023-09-27 10:48:47,6.0,2023-09-27 10:48:48,980.0,1156.0,2023-09-27 10:28:11
1695781692300,1.0,335.0,2023-09-27 10:48:47,10.0,2023-09-27 10:48:48,870.0,1351.0,2023-09-27 10:28:12
1695781693330,1.0,449.0,2023-09-27 10:48:47,44.0,2023-09-27 10:48:48,1030.0,1155.0,2023-09-27 10:28:13
1695781694300,1.0,1771.0,2023-09-27 10:48:47,112.0,2023-09-27 10:48:48,970.0,3950.0,2023-09-27 10:28:14
1695781696580,1.0,24627.0,2023-09-27 10:48:47,418.0,2023-09-27 10:48:48,2280.0,8477.0,2023-09-27 10:28:16
1695781699010,1.0,35839.0,2023-09-27 10:48:47,448.0,2023-09-27 10:48:48,2430.0,14451.0,2023-09-27 10:28:19
1695781700160,1.0,5557.0,2023-09-27 10:48:47,94.0,2023-09-27 10:48:48,1150.0,5877.0,2023-09-27 10:28:20
1695781701200,1.0,5360.0,2023-09-27 10:48:47,190.0,2023-09-27 10:48:48,1040.0,1428.0,2023-09-27 10:28:21
1695781701830,1.0,1886.0,2023-09-27 10:48:47,92.0,2023-09-27 10:48:48,630.0,2309.0,2023-09-27 10:28:21
1695781702620,1.0,483.0,2023-09-27 10:48:47,56.0,2023-09-27 10:48:48,790.0,2181.0,2023-09-27 10:28:22
1695781703730,1.0,1509.0,2023-09-27 10:48:47,150.0,2023-09-27 10:48:48,1110.0,92.0,2023-09-27 10:28:23
1695781704250,1.0,1573.0,2023-09-27 10:48:47,1016.0,2023-09-27 10:48:48,520.0,6152.0,2023-09-27 10:28:24
1695781705150,1.0,6248.0,2023-09-27 10:48:47,124.0,2023-09-27 10:48:48,900.0,7843.0,2023-09-27 10:28:25
1695781707080,1.0,2827.0,2023-09-27 10:48:47,212.0,2023-09-27 10:48:48,1930.0,197.0,2023-09-27 10:28:27
1695781707470,1.0,716.0,2023-09-27 10:48:47,52.0,2023-09-27 10:48:48,390.0,2034.0,2023-09-27 10:28:27
1695781708280,1.0,2968.0,2023-09-27 10:48:47,40.0,2023-09-27 10:48:48,810.0,1231.0,2023-09-27 10:28:28
1695781709110,1.0,871.0,2023-09-27 10:48:47,14.0,2023-09-27 10:48:48,830.0,440.0,2023-09-27 10:28:29
1695781709440,1.0,225.0,2023-09-27 10:48:47,22.0,2023-09-27 10:48:48,330.0,221.0,2023-09-27 10:28:29
1695781709890,1.0,331.0,2023-09-27 10:48:47,8.0,2023-09-27 10:48:48,450.0,858.0,2023-09-27 10:28:29
1695781710740,1.0,888.0,2023-09-27 10:48:47,50.0,2023-09-27 10:48:48,850.0,1974.0,2023-09-27 10:28:30
1695781711560,1.0,545.0,2023-09-27 10:48:47,24.0,2023-09-27 10:48:48,820.0,1860.0,2023-09-27 10:28:31
1695781713340,1.0,12190.0,2023-09-27 10:48:47,94.0,2023-09-27 10:48:48,1780.0,113496.0,2023-09-27 10:28:33
1695781715690,1.0,66679.0,2023-09-27 10:48:47,274.0,2023-09-27 10:48:48,2350.0,47043.0,2023-09-27 10:28:35
1695781717170,1.0,9181.0,2023-09-27 10:48:47,48.0,2023-09-27 10:48:48,1480.0,3778.0,2023-09-27 10:28:37
1695781718580,1.0,4761.0,2023-09-27 10:48:47,20.0,2023-09-27 10:48:48,1410.0,1893.0,2023-09-27 10:28:38
1695781719340,1.0,983.0,2023-09-27 10:48:47,6.0,2023-09-27 10:48:48,760.0,958.0,2023-09-27 10:28:39
1695781720140,1.0,1023.0,2023-09-27 10:48:47,136.0,2023-09-27 10:48:48,800.0,2705.0,2023-09-27 10:28:40
1695781721040,1.0,1291.0,2023-09-27 10:48:47,80.0,2023-09-27 10:48:48,900.0,704.0,2023-09-27 10:28:41
1695781722580,1.0,4385.0,2023-09-27 10:48:47,16.0,2023-09-27 10:48:48,1540.0,1617.0,2023-09-27 10:28:42
1695781727050,1.0,508.0,2023-09-27 10:48:47,12.0,2023-09-27 10:48:48,870.0,986.0,2023-09-27 10:28:47
1695781728000,1.0,636.0,2023-09-27 10:48:47,12.0,2023-09-27 10:48:48,950.0,906.0,2023-09-27 10:28:48
1695781728620,1.0,434.0,2023-09-27 10:48:47,36.0,2023-09-27 10:48:48,620.0,193.0,2023-09-27 10:28:48
1695781729780,1.0,1164.0,2023-09-27 10:48:47,82.0,2023-09-27 10:48:48,1160.0,5491.0,2023-09-27 10:28:49
